Player,Pos,Squad,Comp,Age,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,xG,npxG,xA,npxG+xA,xG,xA,xG+xA,npxG,npxG+xA
Loïck Landre\Loick-Landre,DF,Nîmes,fr Ligue 1,28,20,20,1626,18.1,1,0,1,0,0,2,1,0.06,0.00,0.06,0.06,0.06,1.4,1.4,0.0,1.4,0.08,0.00,0.08,0.08,0.08
Michael Langer\Michael-Langer,GK,Schalke 04,de Bundesliga,35,3,2,239,2.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
Manuel Lanzini\Manuel-Lanzini,MFFW,West Ham,eng Premier League,27,17,5,566,6.3,1,1,1,0,0,1,0,0.16,0.16,0.32,0.16,0.32,1.2,1.2,0.9,2.0,0.18,0.14,0.32,0.18,0.32
Gianluca Lapadula\Gianluca-Lapadula,FW,Benevento,it Serie A,30,37,29,2563,28.5,8,2,8,0,1,2,0,0.28,0.07,0.35,0.28,0.35,10.2,9.3,3.9,13.2,0.36,0.14,0.49,0.33,0.46
Aymeric Laporte\Aymeric-Laporte,DF,Manchester City,eng Premier League,26,16,14,1344,14.9,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.8,0.8,0.7,1.5,0.05,0.05,0.10,0.05,0.10
Julien Laporte\Julien-Laporte,DF,Lorient,fr Ligue 1,26,30,30,2659,29.5,0,0,0,0,0,8,1,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.2,0.7,0.01,0.01,0.02,0.01,0.02
Danilo Larangeira\Danilo-Larangeira,DF,Bologna,it Serie A,36,35,34,3132,34.8,0,1,0,0,0,8,0,0.00,0.03,0.03,0.00,0.03,0.7,0.7,1.1,1.8,0.02,0.03,0.05,0.02,0.05
Gautier Larsonneur\Gautier-Larsonneur,GK,Brest,fr Ligue 1,23,35,35,3150,35.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
Kevin Lasagna\Kevin-Lasagna,FW,Udinese,it Serie A,27,17,12,1103,12.3,2,1,2,0,0,1,0,0.16,0.08,0.24,0.16,0.24,7.3,7.3,0.6,8.0,0.60,0.05,0.65,0.60,0.65
Kevin Lasagna\Kevin-Lasagna,FW,Hellas Verona,it Serie A,27,19,14,1267,14.1,2,0,2,0,0,0,0,0.14,0.00,0.14,0.14,0.14,3.4,3.4,1.1,4.5,0.24,0.08,0.32,0.24,0.32
Jamaal Lascelles\Jamaal-Lascelles,DF,Newcastle Utd,eng Premier League,26,19,19,1625,18.1,2,0,2,0,0,4,0,0.11,0.00,0.11,0.11,0.11,1.0,1.0,0.0,1.0,0.05,0.00,0.06,0.05,0.06
Paul Lasne\Paul-Lasne,MF,Brest,fr Ligue 1,31,22,19,1681,18.7,0,0,0,0,0,4,1,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.5,1.0,0.03,0.03,0.05,0.03,0.05
Toni Lato\Toni-Lato,DF,Valencia,es La Liga,22,15,8,728,8.1,1,0,1,0,0,3,0,0.12,0.00,0.12,0.12,0.12,1.0,1.0,0.3,1.3,0.12,0.04,0.16,0.12,0.16
Danny Latza\Danny-Latza,MF,Mainz 05,de Bundesliga,30,29,21,1800,20.0,0,2,0,0,0,8,0,0.00,0.10,0.10,0.00,0.10,1.9,1.9,2.2,4.1,0.10,0.11,0.20,0.10,0.20
Armand Lauriente\Armand-Lauriente,FWMF,Lorient,fr Ligue 1,21,29,16,1622,18.0,3,5,3,0,0,4,0,0.17,0.28,0.44,0.17,0.44,3.2,3.2,5.2,8.4,0.18,0.29,0.46,0.18,0.46
Vincent Laurini\Vincent-Laurini,DF,Parma,it Serie A,31,14,10,870,9.7,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.01,0.01,0.00,0.01
Lauti\Lauti,MFFW,Celta Vigo,es La Liga,19,1,0,14,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
Wesley Lautoa\Wesley-Lautoa,MFDF,Dijon,fr Ligue 1,32,25,19,1608,17.9,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.7,0.7,0.1,0.8,0.04,0.01,0.04,0.04,0.04
Valentino Lazaro\Valentino-Lazaro,DFFW,M'Gladbach,de Bundesliga,24,22,13,1240,13.8,2,0,2,0,0,3,0,0.15,0.00,0.15,0.15,0.15,2.0,2.0,1.0,3.1,0.15,0.08,0.22,0.15,0.22
Darko Lazović\Darko-Lazovic,DF,Hellas Verona,it Serie A,29,32,27,2503,27.8,3,6,3,0,0,3,0,0.11,0.22,0.32,0.11,0.32,2.9,2.9,4.1,7.1,0.11,0.15,0.25,0.11,0.25
Manuel Lazzari\Manuel-Lazzari,DF,Lazio,it Serie A,26,32,30,2613,29.0,2,5,2,0,0,2,1,0.07,0.17,0.24,0.07,0.24,2.2,2.2,3.9,6.1,0.08,0.13,0.21,0.08,0.21
Jérémy Le Douaron\Jeremy-Le-Douaron,FWMF,Brest,fr Ligue 1,22,28,7,816,9.1,1,2,1,0,0,0,0,0.11,0.22,0.33,0.11,0.33,1.7,1.7,0.5,2.2,0.19,0.06,0.25,0.19,0.25
Enzo Le Fée\Enzo-Le-Fee,MFFW,Lorient,fr Ligue 1,20,36,21,1816,20.2,0,5,0,0,0,6,0,0.00,0.25,0.25,0.00,0.25,1.2,1.2,4.6,5.8,0.06,0.23,0.29,0.06,0.29
Vincent Le Goff\Vincent-Le-Goff,DF,Lorient,fr Ligue 1,30,26,26,2306,25.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,2.3,2.5,0.01,0.09,0.10,0.01,0.10
Maxime Le Marchand\Maxime-Le-Marchand,DF,Fulham,eng Premier League,30,2,1,123,1.4,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.01,0.00,0.01,0.01,0.01
Robin Le Normand\Robin-Le-Normand,DF,Real Sociedad,es La Liga,23,33,30,2747,30.5,0,1,0,0,0,5,1,0.00,0.03,0.03,0.00,0.03,2.0,2.0,0.1,2.1,0.07,0.00,0.07,0.07,0.07
Damien Le Tallec\Damien-Le-Tallec,MFDF,Montpellier,fr Ligue 1,30,23,13,1227,13.6,0,0,0,0,0,3,1,0.00,0.00,0.00,0.00,0.00,1.3,1.3,0.3,1.6,0.09,0.02,0.12,0.09,0.12
James Lea Siliki\James-Lea-Siliki,MF,Rennes,fr Ligue 1,24,7,3,255,2.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.0,0.3,0.09,0.01,0.11,0.09,0.11
Rafael Leão\Rafael-Leao,FW,Milan,it Serie A,21,30,22,1924,21.4,6,6,6,0,0,5,0,0.28,0.28,0.56,0.28,0.56,5.7,5.7,4.5,10.2,0.27,0.21,0.48,0.27,0.48
Jean-Louis Leca\Jean-Louis-Leca,GK,Lens,fr Ligue 1,34,37,37,3313,36.8,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.00,0.00,0.00,0.00
Mathew Leckie\Mathew-Leckie,FWDF,Hertha BSC,de Bundesliga,29,17,5,506,5.6,0,1,0,0,0,0,0,0.00,0.18,0.18,0.00,0.18,0.1,0.1,0.6,0.8,0.02,0.12,0.13,0.02,0.13
Benjamin Lecomte\Benjamin-Lecomte,GK,Monaco,fr Ligue 1,29,28,28,2520,28.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
Jeremías Ledesma\Jeremias-Ledesma,GK,Cádiz,es La Liga,27,32,32,2880,32.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
Pierre Lees-Melou\Pierre-Lees-Melou,MF,Nice,fr Ligue 1,27,29,23,2063,22.9,4,2,3,1,1,3,1,0.17,0.09,0.26,0.13,0.22,4.3,3.6,1.3,4.9,0.19,0.06,0.24,0.16,0.21
Lucas Leiva\Lucas-Leiva,MF,Lazio,it Serie A,33,32,30,2131,23.7,0,0,0,0,0,10,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.3,0.7,0.02,0.01,0.03,0.02,0.03
Florian Lejeune\Florian-Lejeune,DF,Alavés,es La Liga,29,34,34,3015,33.5,1,1,1,0,0,10,0,0.03,0.03,0.06,0.03,0.06,2.2,2.2,0.3,2.5,0.06,0.01,0.07,0.06,0.07
Iñigo Lekue\Inigo-Lekue,DF,Athletic Club,es La Liga,27,18,5,644,7.2,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.4,0.5,0.01,0.06,0.07,0.01,0.07
Thomas Lemar\Thomas-Lemar,MF,Atlético Madrid,es La Liga,24,27,19,1366,15.2,1,3,1,0,0,4,0,0.07,0.20,0.26,0.07,0.26,1.3,1.3,2.0,3.3,0.09,0.13,0.22,0.09,0.22
Mario Lemina\Mario-Lemina,MF,Fulham,eng Premier League,26,28,19,1703,18.9,1,0,1,0,0,5,0,0.05,0.00,0.05,0.05,0.05,0.9,0.9,0.8,1.8,0.05,0.04,0.09,0.05,0.09
Fabien Lemoine\Fabien-Lemoine,MF,Lorient,fr Ligue 1,33,30,24,1934,21.5,1,0,1,0,0,8,0,0.05,0.00,0.05,0.05,0.05,1.0,1.0,1.1,2.1,0.04,0.05,0.10,0.04,0.10
Clément Lenglet\Clement-Lenglet,DF,Barcelona,es La Liga,25,33,29,2475,27.5,1,0,1,0,0,11,2,0.04,0.00,0.04,0.04,0.04,1.4,1.4,0.9,2.3,0.05,0.03,0.08,0.05,0.08
Bernd Leno\Bernd-Leno,GK,Arsenal,eng Premier League,28,35,35,3131,34.8,0,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
Christopher Lenz\Christopher-Lenz,DF,Union Berlin,de Bundesliga,25,27,27,2248,25.0,0,3,0,0,0,3,0,0.00,0.12,0.12,0.00,0.12,0.9,0.9,2.0,3.0,0.04,0.08,0.12,0.04,0.12
Pedro León\Pedro-Leon,MFFW,Eibar,es La Liga,33,24,10,935,10.4,1,2,1,0,0,2,0,0.10,0.19,0.29,0.10,0.29,1.3,1.3,2.3,3.5,0.12,0.22,0.34,0.12,0.34
Sergio León\Sergio-Leon,FW,Levante,es La Liga,31,28,6,748,8.3,2,0,2,0,0,0,0,0.24,0.00,0.24,0.24,0.24,2.3,2.3,0.3,2.7,0.28,0.04,0.32,0.28,0.32
Lukas Lerager\Lukas-Lerager,MF,Genoa,it Serie A,27,16,13,1159,12.9,0,1,0,0,0,0,0,0.00,0.08,0.08,0.00,0.08,0.5,0.5,0.4,0.9,0.04,0.03,0.07,0.04,0.07
Mehdi Léris\Mehdi-Leris,DFMF,Sampdoria,it Serie A,22,20,3,386,4.3,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.3,0.4,0.02,0.07,0.09,0.02,0.09
Khanya Leshabela\Khanya-Leshabela,MF,Leicester City,eng Premier League,20,1,0,10,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
Karlo Letica\Karlo-Letica,GK,Sampdoria,it Serie A,23,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
Gaetano Letizia\Gaetano-Letizia,DF,Benevento,it Serie A,30,24,18,1570,17.4,3,1,3,0,0,2,0,0.17,0.06,0.23,0.17,0.23,0.4,0.4,1.4,1.8,0.02,0.08,0.10,0.02,0.10
Robert Lewandowski\Robert-Lewandowski,FW,Bayern Munich,de Bundesliga,31,29,28,2458,27.3,41,7,33,8,9,4,0,1.50,0.26,1.76,1.21,1.46,31.6,24.7,3.6,28.4,1.16,0.13,1.29,0.90,1.04
Jamal Lewis\Jamal-Lewis,DF,Newcastle Utd,eng Premier League,22,24,20,1837,20.4,0,1,0,0,0,4,0,0.00,0.05,0.05,0.00,0.05,0.2,0.2,1.6,1.8,0.01,0.08,0.09,0.01,0.09
Aaron Leya Iseka\Aaron-Leya-Iseka,FW,Metz,fr Ligue 1,22,21,12,1008,11.2,4,0,2,2,3,4,0,0.36,0.00,0.36,0.18,0.18,4.7,2.4,0.7,3.1,0.42,0.06,0.48,0.21,0.28
Yanis Lhery\Yanis-Lhery,MFFW,Saint-Étienne,fr Ligue 1,17,1,0,30,0.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.16,0.00,0.16,0.16,0.16
Dimitri Liénard\Dimitri-Lienard,MF,Strasbourg,fr Ligue 1,32,34,19,1829,20.3,2,4,1,1,2,2,0,0.10,0.20,0.30,0.05,0.25,2.8,1.1,3.9,5.0,0.14,0.19,0.33,0.06,0.25
Philipp Lienhart\Philipp-Lienhart,DF,Freiburg,de Bundesliga,24,34,34,2993,33.3,4,0,4,0,0,4,0,0.12,0.00,0.12,0.12,0.12,2.1,2.1,0.3,2.4,0.06,0.01,0.07,0.06,0.07
Matthijs de Ligt\Matthijs-de-Ligt,DF,Juventus,it Serie A,20,27,25,2220,24.7,1,1,1,0,0,4,0,0.04,0.04,0.08,0.04,0.08,1.1,1.1,0.6,1.8,0.05,0.03,0.07,0.05,0.07
Isaac Lihadji\Isaac-Lihadji,MFDF,Lille,fr Ligue 1,18,15,1,196,2.2,0,1,0,0,0,0,0,0.00,0.46,0.46,0.00,0.46,0.6,0.6,0.8,1.4,0.30,0.35,0.65,0.30,0.65
Dimitris Limnios\Dimitris-Limnios,MFFW,Köln,de Bundesliga,22,12,2,378,4.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.6,0.6,0.5,1.1,0.14,0.13,0.27,0.14,0.27
Victor Lindelöf\Victor-Lindelof,DF,Manchester Utd,eng Premier League,26,29,29,2585,28.7,1,1,1,0,0,0,0,0.03,0.03,0.07,0.03,0.07,0.7,0.7,0.7,1.3,0.02,0.02,0.05,0.02,0.05
Karol Linetty\Karol-Linetty,MF,Torino,it Serie A,25,27,20,1832,20.4,1,0,1,0,0,5,0,0.05,0.00,0.05,0.05,0.05,0.8,0.8,1.3,2.1,0.04,0.06,0.10,0.04,0.10
Jesse Lingard\Jesse-Lingard,MFFW,West Ham,eng Premier League,27,16,16,1421,15.8,9,4,8,1,2,3,0,0.57,0.25,0.82,0.51,0.76,5.1,3.4,1.5,4.9,0.32,0.09,0.42,0.22,0.31
Pol Lirola\Pol-Lirola,DFFW,Fiorentina,it Serie A,22,12,4,498,5.5,0,1,0,0,0,3,0,0.00,0.18,0.18,0.00,0.18,0.3,0.3,0.5,0.8,0.06,0.09,0.15,0.06,0.15
Pol Lirola\Pol-Lirola,DF,Marseille,fr Ligue 1,22,19,17,1553,17.3,2,2,2,0,0,3,0,0.12,0.12,0.23,0.12,0.23,1.6,1.6,2.0,3.6,0.09,0.12,0.21,0.09,0.21
Jake Livermore\Jake-Livermore,MF,West Brom,eng Premier League,30,18,15,1242,13.8,0,0,0,0,0,2,1,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.2,0.5,0.02,0.02,0.03,0.02,0.03
Diego Llorente\Diego-Llorente,DF,Leeds United,eng Premier League,26,15,14,1204,13.4,1,0,1,0,0,1,0,0.07,0.00,0.07,0.07,0.07,0.7,0.7,0.6,1.4,0.06,0.05,0.10,0.06,0.10
Diego Llorente\Diego-Llorente,DF,Real Sociedad,es La Liga,26,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
Fernando Llorente\Fernando-Llorente,FW,Udinese,it Serie A,35,14,8,713,7.9,1,0,1,0,0,2,0,0.13,0.00,0.13,0.13,0.13,1.3,1.3,0.4,1.7,0.17,0.05,0.22,0.17,0.22
Fernando Llorente\Fernando-Llorente,FWMF,Napoli,it Serie A,35,3,0,52,0.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.2,0.25,0.17,0.42,0.25,0.42
Marcos Llorente\Marcos-Llorente,MFDF,Atlético Madrid,es La Liga,25,37,33,2956,32.8,12,11,12,0,0,6,0,0.37,0.33,0.70,0.37,0.70,4.3,4.3,5.2,9.5,0.13,0.16,0.29,0.13,0.29
Hugo Lloris\Hugo-Lloris,GK,Tottenham,eng Premier League,33,38,38,3420,38.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
Giovani Lo Celso\Giovani-Lo-Celso,MF,Tottenham,eng Premier League,24,18,11,945,10.5,1,1,1,0,0,5,0,0.10,0.10,0.19,0.10,0.19,1.2,1.2,1.3,2.4,0.11,0.12,0.23,0.11,0.23
Stanislav Lobotka\Stanislav-Lobotka,MF,Napoli,it Serie A,25,15,0,154,1.7,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
Manuel Locatelli\Manuel-Locatelli,MF,Sassuolo,it Serie A,22,34,32,2883,32.0,4,2,2,2,2,9,0,0.12,0.06,0.19,0.06,0.12,4.2,2.7,3.5,6.2,0.13,0.11,0.24,0.08,0.19
Renan Lodi\Renan-Lodi,DF,Atlético Madrid,es La Liga,22,23,11,1129,12.5,1,2,1,0,0,3,0,0.08,0.16,0.24,0.08,0.24,0.7,0.7,1.1,1.9,0.06,0.09,0.15,0.06,0.15
Ruben Loftus-Cheek\Ruben-Loftus-Cheek,FW,Chelsea,eng Premier League,24,1,1,60,0.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
Ruben Loftus-Cheek\Ruben-Loftus-Cheek,MFFW,Fulham,eng Premier League,24,30,21,1909,21.2,1,0,1,0,0,3,0,0.05,0.00,0.05,0.05,0.05,3.1,3.1,1.4,4.5,0.15,0.07,0.21,0.15,0.21
Niklas Lomb\Niklas-Lomb,GK,Leverkusen,de Bundesliga,27,2,1,135,1.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
Kevin Long\Kevin-Long,DF,Burnley,eng Premier League,29,8,7,637,7.1,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.0,0.3,0.04,0.00,0.04,0.04,0.04
Shane Long\Shane-Long,FWMF,Southampton,eng Premier League,33,11,1,210,2.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.02,0.00,0.02,0.02,0.02
Matthew Longstaff\Matthew-Longstaff,MF,Newcastle Utd,eng Premier League,20,5,4,377,4.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.02,0.02,0.00,0.02
Sean Longstaff\Sean-Longstaff,MF,Newcastle Utd,eng Premier League,22,22,15,1412,15.7,0,1,0,0,0,2,0,0.00,0.06,0.06,0.00,0.06,1.4,1.4,1.1,2.5,0.09,0.07,0.16,0.09,0.16
Ademola Lookman\Ademola-Lookman,FWMF,Fulham,eng Premier League,22,34,31,2747,30.5,4,4,4,0,1,5,0,0.13,0.13,0.26,0.13,0.26,5.5,4.8,5.2,10.0,0.18,0.17,0.35,0.16,0.33
Anthony Lopes\Anthony-Lopes,GK,Lyon,fr Ligue 1,29,38,38,3420,38.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
Rony Lopes\Rony-Lopes,FWMF,Nice,fr Ligue 1,24,28,23,1783,19.8,3,1,3,0,0,1,0,0.15,0.05,0.20,0.15,0.20,3.2,3.2,3.4,6.5,0.16,0.17,0.33,0.16,0.33
Pedro López Muñoz\Pedro-Lopez-Munoz,DF,Huesca,es La Liga,36,22,10,1067,11.9,0,1,0,0,0,2,0,0.00,0.08,0.08,0.00,0.08,0.1,0.1,0.8,0.8,0.01,0.06,0.07,0.01,0.07
Adrián López\Adrian-Lopez,FWMF,Osasuna,es La Liga,32,17,5,481,5.3,1,1,1,0,0,0,0,0.19,0.19,0.37,0.19,0.37,1.3,1.3,0.8,2.1,0.24,0.15,0.39,0.24,0.39
Javi López\Javi-Lopez,DFMF,Alavés,es La Liga,18,9,1,248,2.8,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.2,0.03,0.04,0.07,0.03,0.07
Maxime Lopez\Maxime-Lopez,FWMF,Marseille,fr Ligue 1,22,4,2,134,1.5,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.2,0.2,0.00,0.10,0.10,0.00,0.10
Maxime Lopez\Maxime-Lopez,MF,Sassuolo,it Serie A,22,29,22,1864,20.7,2,0,2,0,0,7,0,0.10,0.00,0.10,0.10,0.10,1.6,1.6,1.0,2.6,0.08,0.05,0.13,0.08,0.13
Pau López\Pau-Lopez,GK,Roma,it Serie A,25,21,20,1817,20.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
Roberto López\Roberto-Lopez,MFFW,Real Sociedad,es La Liga,20,17,4,505,5.6,3,0,3,0,0,0,0,0.53,0.00,0.53,0.53,0.53,1.0,1.0,1.7,2.7,0.17,0.30,0.47,0.17,0.47
Unai López\Unai-Lopez,MF,Athletic Club,es La Liga,24,26,15,1424,15.8,3,0,3,0,0,7,0,0.19,0.00,0.19,0.19,0.19,1.2,1.2,1.2,2.4,0.08,0.08,0.15,0.08,0.15
Dion Lopy\Dion-Lopy,MF,Reims,fr Ligue 1,18,4,3,256,2.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.1,0.3,0.08,0.02,0.10,0.08,0.10
Jordan Lotomba\Jordan-Lotomba,DF,Nice,fr Ligue 1,21,30,24,2123,23.6,1,0,1,0,0,7,1,0.04,0.00,0.04,0.04,0.04,0.4,0.4,1.6,1.9,0.02,0.07,0.08,0.02,0.08
Adrien Louveau\Adrien-Louveau,DFMF,Lens,fr Ligue 1,20,1,0,8,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
Imran Louza\Imran-Louza,MF,Nantes,fr Ligue 1,21,33,28,2379,26.4,7,2,2,5,5,4,1,0.26,0.08,0.34,0.08,0.15,5.8,2.0,2.1,4.2,0.22,0.08,0.30,0.08,0.16
Matteo Lovato\Matteo-Lovato,DF,Hellas Verona,it Serie A,20,24,14,1386,15.4,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.2,0.00,0.01,0.01,0.00,0.01
Max Lowe\Max-Lowe,DF,Sheffield Utd,eng Premier League,23,8,7,550,6.1,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.2,0.3,0.01,0.03,0.04,0.01,0.04
Eduard Löwen\Eduard-Lowen,MFDF,Hertha BSC,de Bundesliga,23,7,1,85,0.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.04,0.00,0.04,0.04,0.04
Matthew Lowton\Matthew-Lowton,DF,Burnley,eng Premier League,31,34,34,3060,34.0,1,1,1,0,0,5,0,0.03,0.03,0.06,0.03,0.06,0.7,0.7,2.3,3.0,0.02,0.07,0.09,0.02,0.09
Anthony Lozano\Anthony-Lozano,FWMF,Cádiz,es La Liga,27,29,18,1523,16.9,3,1,3,0,0,5,0,0.18,0.06,0.24,0.18,0.24,5.4,5.4,1.0,6.3,0.32,0.06,0.37,0.32,0.37
Hirving Lozano\Hirving-Lozano,FW,Napoli,it Serie A,25,32,23,1965,21.8,11,3,11,0,0,6,0,0.50,0.14,0.64,0.50,0.64,7.9,7.9,4.6,12.4,0.36,0.21,0.57,0.36,0.57
Jan Luca Schuler\Jan-Luca-Schuler,FW,Schalke 04,de Bundesliga,21,2,0,40,0.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.12,0.00,0.12,0.12,0.12
Jean Lucas\Jean-Lucas,MF,Lyon,fr Ligue 1,22,8,1,172,1.9,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.2,0.08,0.02,0.10,0.08,0.10
Jean Lucas\Jean-Lucas,MF,Brest,fr Ligue 1,22,16,11,1011,11.2,0,2,0,0,0,4,1,0.00,0.18,0.18,0.00,0.18,1.1,1.1,1.1,2.2,0.10,0.10,0.19,0.10,0.19
Anderson Lucoqui\Anderson-Lucoqui,DF,Arminia,de Bundesliga,23,21,18,1604,17.8,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.3,0.01,0.01,0.02,0.01,0.02
Jeison Lucumí\Jeison-Lucumi,FW,Elche,es La Liga,25,2,1,49,0.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
Kilian Ludewig\Kilian-Ludewig,DF,Schalke 04,de Bundesliga,20,6,6,520,5.8,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.3,0.3,0.00,0.05,0.05,0.00,0.05
José Luis Gayà\Jose-Luis-Gaya,DF,Valencia,es La Liga,25,33,32,2846,31.6,1,7,1,0,0,6,0,0.03,0.22,0.25,0.03,0.25,1.9,1.9,4.7,6.6,0.06,0.15,0.21,0.06,0.21
José Luis Morales\Jose-Luis-Morales,FWMF,Levante,es La Liga,33,38,30,2439,27.1,13,3,13,0,1,3,0,0.48,0.11,0.59,0.48,0.59,8.3,7.5,3.6,11.1,0.31,0.13,0.44,0.28,0.41
José Luis Palomino\Jose-Luis-Palomino,DF,Atalanta,it Serie A,30,36,25,2428,27.0,1,2,1,0,0,3,0,0.04,0.07,0.11,0.04,0.11,0.4,0.4,0.9,1.3,0.02,0.03,0.05,0.02,0.05
Florentino Luís\Florentino-Luis,MF,Monaco,fr Ligue 1,20,9,2,241,2.7,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.2,0.3,0.04,0.07,0.10,0.04,0.10
Luisinho\Luisinho,DF,Huesca,es La Liga,35,5,2,179,2.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.01,0.00,0.01,0.01,0.01
Luismi\Luismi,MFDF,Elche,es La Liga,28,11,2,168,1.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
David Luiz\David-Luiz,DF,Arsenal,eng Premier League,33,20,17,1396,15.5,1,0,1,0,0,1,1,0.06,0.00,0.06,0.06,0.06,0.9,0.9,0.4,1.3,0.06,0.03,0.09,0.06,0.09
Douglas Luiz\Douglas-Luiz,MF,Aston Villa,eng Premier League,22,33,32,2781,30.9,0,2,0,0,0,10,1,0.00,0.06,0.06,0.00,0.06,1.5,1.5,1.5,3.0,0.05,0.05,0.10,0.05,0.10
