Player,Pos,Squad,Comp,Age,90s,SCA,SCA90,PassLive,PassDead,Drib,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,Drib,Sh,Fld,Def
Javi Martínez\Javi-Martinez,DFMF,Bayern Munich,de Bundesliga,31,5.2,3,0.58,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Josep Martinez\Josep-Martinez,GK,RB Leipzig,de Bundesliga,22,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Lautaro Martínez\Lautaro-Martinez,FW,Inter,it Serie A,22,28.5,80,2.81,52,0,6,7,10,5,15,0.53,9,0,0,2,3,1
Pablo Martinez\Pablo-Martinez,DF,Nîmes,fr Ligue 1,31,6.0,2,0.33,2,0,0,0,0,0,1,0.17,1,0,0,0,0,0
Gelson Martins\Gelson-Martins,MFFW,Monaco,fr Ligue 1,25,17.2,45,2.61,32,0,5,3,4,1,8,0.46,4,0,1,1,2,0
Adam Marušić\Adam-Marusic,DF,Lazio,it Serie A,27,33.0,58,1.76,50,1,1,5,0,1,6,0.18,5,0,0,1,0,0
Sylvain Marveaux\Sylvain-Marveaux,MFFW,Lorient,fr Ligue 1,34,2.2,7,3.15,4,0,2,1,0,0,1,0.45,0,0,0,1,0,0
Marvin\Marvin,DFFW,Real Madrid,es La Liga,20,1.5,2,1.35,1,1,0,0,0,0,1,0.68,1,0,0,0,0,0
Omar Mascarell\Omar-Mascarell,MF,Schalke 04,de Bundesliga,27,19.6,12,0.61,8,4,0,0,0,0,1,0.05,0,1,0,0,0,0
Andrea Masiello\Andrea-Masiello,DF,Genoa,it Serie A,34,28.5,14,0.49,13,0,0,1,0,0,0,0.00,0,0,0,0,0,0
Jordi Masip\Jordi-Masip,GK,Valladolid,es La Liga,31,25.0,3,0.12,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Roberto Massimo\Roberto-Massimo,DFFW,Stuttgart,de Bundesliga,19,8.4,22,2.62,12,0,4,4,2,0,3,0.36,1,0,0,1,1,0
Giuseppe Mastinu\Giuseppe-Mastinu,FW,Spezia,it Serie A,28,0.4,1,2.81,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Arthur Masuaku\Arthur-Masuaku,DFFW,West Ham,eng Premier League,26,11.2,32,2.86,23,2,4,2,1,0,4,0.36,4,0,0,0,0,0
Jaime Mata\Jaime-Mata,FW,Getafe,es La Liga,31,22.6,41,1.81,33,0,1,4,3,0,3,0.13,1,0,1,1,0,0
Juan Mata\Juan-Mata,FWMF,Manchester Utd,eng Premier League,32,5.7,18,3.18,12,4,0,2,0,0,5,0.88,3,1,0,1,0,0
Pape Matar Sarr\Pape-Matar-Sarr,MF,Metz,fr Ligue 1,17,17.7,38,2.15,29,2,1,1,3,2,4,0.23,3,0,0,0,1,0
Eliot Matazo\Eliot-Matazo,MF,Monaco,fr Ligue 1,18,3.5,6,1.72,4,0,1,1,0,0,3,0.86,2,0,1,0,0,0
Jean-Philippe Mateta\Jean-Philippe-Mateta,FW,Crystal Palace,eng Premier League,23,2.5,3,1.22,2,0,0,0,0,1,0,0.00,0,0,0,0,0,0
Jean-Philippe Mateta\Jean-Philippe-Mateta,FW,Mainz 05,de Bundesliga,23,11.1,25,2.26,18,1,5,0,1,0,4,0.36,3,0,0,0,1,0
Nemanja Matić\Nemanja-Matic,MF,Manchester Utd,eng Premier League,31,12.3,20,1.63,18,0,0,2,0,0,3,0.24,3,0,0,0,0,0
Joël Matip\Joel-Matip,DF,Liverpool,eng Premier League,28,7.7,6,0.78,5,0,0,1,0,0,2,0.26,1,0,0,1,0,0
Rabbi Matondo\Rabbi-Matondo,FWMF,Schalke 04,de Bundesliga,19,2.4,4,1.64,3,0,0,0,0,1,0,0.00,0,0,0,0,0,0
Ryder Matos\Ryder-Matos,MF,Udinese,it Serie A,27,0.1,3,20.77,2,0,0,0,1,0,0,0.00,0,0,0,0,0,0
Henning Matriciani\Henning-Matriciani,DF,Schalke 04,de Bundesliga,20,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Chrislain Matsima\Chrislain-Matsima,DF,Monaco,fr Ligue 1,18,3.9,2,0.51,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Federico Mattiello\Federico-Mattiello,DF,Spezia,it Serie A,25,0.4,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Neal Maupay\Neal-Maupay,FWMF,Brighton,eng Premier League,23,27.9,79,2.83,52,1,10,5,8,3,8,0.29,5,0,0,1,2,0
Tony Mauricio\Tony-Mauricio,MF,Lens,fr Ligue 1,26,5.6,30,5.38,17,8,2,2,1,0,5,0.90,1,4,0,0,0,0
Stephy Mavididi\Stephy-Mavididi,FWMF,Montpellier,fr Ligue 1,22,22.6,42,1.86,22,1,6,5,7,1,5,0.22,1,0,2,2,0,0
Konstantinos Mavropanos\Konstantinos-Mavropanos,DF,Stuttgart,de Bundesliga,22,16.3,9,0.55,6,0,0,2,0,1,2,0.12,1,0,0,1,0,0
Eric Maxim Choupo-Moting\Eric-Maxim-Choupo-Moting,FWMF,Bayern Munich,de Bundesliga,31,9.1,21,2.30,17,0,2,0,2,0,1,0.11,0,0,0,0,1,0
Borja Mayoral\Borja-Mayoral,FW,Real Madrid,es La Liga,23,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Borja Mayoral\Borja-Mayoral,FW,Roma,it Serie A,23,17.2,51,2.96,34,0,4,7,3,3,8,0.46,3,0,2,1,2,0
Youssef Maziz\Youssef-Maziz,MFFW,Metz,fr Ligue 1,22,2.9,11,3.85,6,3,1,0,1,0,0,0.00,0,0,0,0,0,0
Antonio Mazzotta\Antonio-Mazzotta,DF,Crotone,it Serie A,30,0.6,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Kevin Mbabu\Kevin-Mbabu,DF,Wolfsburg,de Bundesliga,25,18.2,30,1.64,25,1,0,1,3,0,2,0.11,2,0,0,0,0,0
Kylian Mbappé\Kylian-Mbappe,FW,Paris S-G,fr Ligue 1,21,26.4,107,4.05,69,0,19,7,10,2,28,1.06,13,0,7,2,5,1
Ibrahima Mbaye\Ibrahima-Mbaye,DF,Bologna,it Serie A,25,4.8,3,0.63,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Jean-Manuel Mbom\Jean-Manuel-Mbom,MFDF,Werder Bremen,de Bundesliga,20,12.9,19,1.47,11,2,1,0,4,1,2,0.16,1,0,0,0,1,0
Nathanael Mbuku\Nathanael-Mbuku,MFFW,Reims,fr Ligue 1,18,24.6,60,2.44,42,4,3,4,6,1,6,0.24,3,0,0,2,1,0
James McArthur\James-McArthur,MF,Crystal Palace,eng Premier League,32,16.3,19,1.17,18,0,0,0,1,0,2,0.12,2,0,0,0,0,0
Oliver McBurnie\Oliver-McBurnie,FW,Sheffield Utd,eng Premier League,24,14.7,29,1.97,24,0,0,4,1,0,3,0.20,1,0,0,1,1,0
Alex McCarthy\Alex-McCarthy,GK,Southampton,eng Premier League,30,30.0,1,0.03,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
James McCarthy\James-McCarthy,MF,Crystal Palace,eng Premier League,29,9.1,12,1.32,10,1,0,0,0,1,1,0.11,0,0,0,0,0,1
John McGinn\John-McGinn,MF,Aston Villa,eng Premier League,25,37.0,100,2.70,82,2,3,2,9,2,12,0.32,8,1,1,1,1,0
David McGoldrick\David-McGoldrick,FWMF,Sheffield Utd,eng Premier League,32,26.6,52,1.95,31,1,8,4,5,3,1,0.04,1,0,0,0,0,0
Weston McKennie\Weston-McKennie,MF,Juventus,it Serie A,21,18.9,53,2.80,44,0,4,4,1,0,4,0.21,3,0,0,1,0,0
Dwight McNeil\Dwight-McNeil,MF,Burnley,eng Premier League,20,34.1,80,2.35,42,27,2,1,6,2,9,0.26,4,3,1,0,0,1
Scott McTominay\Scott-McTominay,MF,Manchester Utd,eng Premier League,23,23.7,33,1.40,24,0,0,1,6,2,3,0.13,1,0,0,0,1,1
Gary Medel\Gary-Medel,DFMF,Bologna,it Serie A,32,5.7,4,0.70,4,0,0,0,0,0,1,0.18,1,0,0,0,0,0
Facundo Medina\Facundo-Medina,DF,Lens,fr Ligue 1,21,22.3,24,1.08,22,2,0,0,0,0,1,0.04,0,1,0,0,0,0
Nathan de Medina\Nathan-de-Medina,DF,Arminia,de Bundesliga,22,7.1,5,0.70,5,0,0,0,0,0,1,0.14,1,0,0,0,0,0
Ben Mee\Ben-Mee,DF,Burnley,eng Premier League,30,29.9,11,0.37,6,2,0,2,1,0,1,0.03,1,0,0,0,0,0
Joshua Mees\Joshua-Mees,FW,Union Berlin,de Bundesliga,24,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Admir Mehmedi\Admir-Mehmedi,MFFW,Wolfsburg,de Bundesliga,29,9.1,41,4.50,34,1,1,2,2,1,3,0.33,3,0,0,0,0,0
Soualiho Meïté\Soualiho-Meite,MF,Torino,it Serie A,26,10.2,18,1.76,14,0,2,2,0,0,3,0.29,1,0,0,2,0,0
Soualiho Meïté\Soualiho-Meite,MF,Milan,it Serie A,26,6.5,17,2.60,12,0,2,1,1,1,2,0.31,2,0,0,0,0,0
Hannibal Mejbri\Hannibal-Mejbri,MF,Manchester Utd,eng Premier League,17,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Farid El Melali\Farid-El-Melali,FWMF,Angers,fr Ligue 1,23,4.6,12,2.61,5,0,2,1,3,1,3,0.65,1,0,1,0,1,0
Filippo Melegoni\Filippo-Melegoni,MFDF,Genoa,it Serie A,21,4.3,9,2.08,3,3,1,1,0,1,0,0.00,0,0,0,0,0,0
Gonzalo Melero\Gonzalo-Melero,MFFW,Levante,es La Liga,26,20.6,42,2.04,36,1,0,2,2,1,4,0.19,3,0,0,1,0,0
Birger Meling\Birger-Meling,DF,Nîmes,fr Ligue 1,25,25.9,36,1.39,29,2,3,0,1,1,9,0.35,6,0,2,0,1,0
Arthur Melo\Arthur-Melo,MF,Juventus,it Serie A,23,12.9,26,2.02,24,0,0,0,1,1,1,0.08,0,0,0,0,0,1
Houboulang Mendes\Houboulang-Mendes,DF,Lorient,fr Ligue 1,22,14.4,10,0.69,7,1,0,0,2,0,1,0.07,1,0,0,0,0,0
Pedro Mendes\Pedro-Mendes,DF,Montpellier,fr Ligue 1,29,18.1,6,0.33,4,0,0,1,0,1,0,0.00,0,0,0,0,0,0
Thiago Mendes\Thiago-Mendes,MF,Lyon,fr Ligue 1,28,24.9,53,2.13,48,1,1,1,1,1,5,0.20,5,0,0,0,0,0
Brais Méndez\Brais-Mendez,MFFW,Celta Vigo,es La Liga,23,29.7,57,1.92,42,2,2,4,5,2,15,0.51,8,0,1,3,2,1
Édgar Méndez\Edgar-Mendez,MFFW,Alavés,es La Liga,30,23.2,36,1.55,25,0,3,1,5,2,2,0.09,1,0,0,0,1,0
Eñaut Mendía\Enaut-Mendia,FW,Eibar,es La Liga,21,0.7,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Batista Mendy\Batista-Mendy,MF,Nantes,fr Ligue 1,20,0.8,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Benjamin Mendy\Benjamin-Mendy,DF,Manchester City,eng Premier League,26,10.6,17,1.61,13,0,4,0,0,0,3,0.28,2,0,1,0,0,0
Edouard Mendy\Edouard-Mendy,GK,Rennes,fr Ligue 1,28,1.0,1,1.00,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Edouard Mendy\Edouard-Mendy,GK,Chelsea,eng Premier League,28,30.5,3,0.10,1,2,0,0,0,0,0,0.00,0,0,0,0,0,0
Ferland Mendy\Ferland-Mendy,DF,Real Madrid,es La Liga,25,24.5,46,1.87,43,0,1,0,2,0,1,0.04,1,0,0,0,0,0
Nampalys Mendy\Nampalys-Mendy,MF,Leicester City,eng Premier League,28,16.2,15,0.93,11,0,0,0,2,2,2,0.12,2,0,0,0,0,0
Hamza Mendyl\Hamza-Mendyl,FW,Schalke 04,de Bundesliga,22,1.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Levent Mercan\Levent-Mercan,FW,Schalke 04,de Bundesliga,19,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Jorge Meré\Jorge-Mere,DF,Köln,de Bundesliga,23,14.4,5,0.35,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Alex Meret\Alex-Meret,GK,Napoli,it Serie A,23,22.0,2,0.09,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Mikel Merino\Mikel-Merino,MF,Real Sociedad,es La Liga,24,23.9,52,2.17,38,1,1,5,3,4,8,0.33,6,0,0,1,0,1
Martín Merquelanz\Martin-Merquelanz,FWMF,Real Sociedad,es La Liga,25,6.1,20,3.28,12,6,0,1,0,1,1,0.16,0,1,0,0,0,0
Yıldırım Mert Çetin\Yildirim-Mert-Cetin,DF,Hellas Verona,it Serie A,23,4.6,1,0.22,0,0,1,0,0,0,1,0.22,0,0,1,0,0,0
Dries Mertens\Dries-Mertens,FWMF,Napoli,it Serie A,33,16.2,64,3.95,53,3,2,2,1,3,10,0.62,8,0,0,0,1,1
Roque Mesa\Roque-Mesa,MF,Valladolid,es La Liga,31,19.6,42,2.15,32,4,4,0,2,0,0,0.00,0,0,0,0,0,0
Illan Meslier\Illan-Meslier,GK,Leeds United,eng Premier League,20,35.0,3,0.09,3,0,0,0,0,0,1,0.03,1,0,0,0,0,0
Lionel Messi\Lionel-Messi,FWMF,Barcelona,es La Liga,33,33.6,241,7.17,140,19,39,11,30,2,38,1.13,24,1,8,3,2,0
Junior Messias\Junior-Messias,MFFW,Crotone,it Serie A,29,35.7,109,3.05,49,11,20,15,9,5,14,0.39,5,2,2,3,1,1
Thomas Meunier\Thomas-Meunier,DF,Dortmund,de Bundesliga,28,16.4,24,1.47,18,1,1,2,1,1,1,0.06,0,0,0,1,0,0
Mexer\Mexer,DF,Bordeaux,fr Ligue 1,31,7.9,3,0.38,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Max Meyer\Max-Meyer,MF,Köln,de Bundesliga,24,3.9,6,1.54,6,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Omenuke Mfulu\Omenuke-Mfulu,MF,Elche,es La Liga,26,8.8,2,0.23,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Míchel\Michel,MF,Valladolid,es La Liga,32,10.5,31,2.95,22,6,0,1,0,2,0,0.00,0,0,0,0,0,0
Jonas Michel Dirkner\Jonas-Michel-Dirkner,MF,Hertha BSC,de Bundesliga,18,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Jonas Michelbrink\Jonas-Michelbrink,MF,Hertha BSC,de Bundesliga,19,0.4,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Clément Michelin\Clement-Michelin,DF,Lens,fr Ligue 1,23,12.8,28,2.18,20,5,0,2,0,1,4,0.31,4,0,0,0,0,0
Edouard Michut\Edouard-Michut,MF,Paris S-G,fr Ligue 1,17,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Petar Mićin\Petar-Micin,MF,Udinese,it Serie A,21,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Florian Miguel\Florian-Miguel,DF,Nîmes,fr Ligue 1,23,17.1,3,0.18,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Valentin Mihaila\Valentin-Mihaila,FWMF,Parma,it Serie A,20,7.8,22,2.84,15,0,5,1,1,0,4,0.52,3,0,0,0,1,0
Nikola Milenković\Nikola-Milenkovic,DF,Fiorentina,it Serie A,22,33.7,18,0.53,14,0,1,3,0,0,3,0.09,1,0,0,2,0,0
Arkadiusz Milik\Arkadiusz-Milik,FW,Marseille,fr Ligue 1,26,13.6,22,1.62,13,0,3,3,2,1,4,0.30,3,0,1,0,0,0
Sergej Milinković-Savić\Sergej-Milinkovic-Savic,MF,Lazio,it Serie A,25,30.5,81,2.65,68,1,1,4,3,4,16,0.52,14,0,0,0,1,1
Vanja Milinković-Savić\Vanja-Milinkovic-Savic,GK,Torino,it Serie A,23,5.0,1,0.20,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Éder Militão\Eder-Militao,DF,Real Madrid,es La Liga,22,12.6,7,0.56,7,0,0,0,0,0,1,0.08,1,0,0,0,0,0
Luka Milivojević\Luka-Milivojevic,MF,Crystal Palace,eng Premier League,29,26.2,39,1.49,22,13,1,1,1,1,3,0.11,2,1,0,0,0,0
Luis Milla\Luis-Milla,MF,Granada,es La Liga,25,13.9,31,2.23,21,7,1,1,0,1,4,0.29,3,0,0,0,0,1
Pere Milla\Pere-Milla,FWMF,Elche,es La Liga,27,22.0,39,1.77,20,0,2,7,8,2,8,0.36,5,0,1,1,1,0
Alejandro Millán\Alejandro-Millan,FW,Villarreal,es La Liga,20,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Vincenzo Millico\Vincenzo-Millico,FWMF,Torino,it Serie A,19,0.2,1,4.29,0,1,0,0,0,0,0,0.00,0,0,0,0,0,0
Enzo Millot\Enzo-Millot,MF,Monaco,fr Ligue 1,18,0.5,1,2.20,0,1,0,0,0,0,0,0.00,0,0,0,0,0,0
James Milner\James-Milner,MFDF,Liverpool,eng Premier League,34,11.9,22,1.85,17,3,1,0,0,1,1,0.08,0,1,0,0,0,0
Santi Mina\Santi-Mina,FW,Celta Vigo,es La Liga,24,26.8,38,1.42,21,0,3,5,8,1,9,0.34,4,0,0,1,4,0
Yerry Mina\Yerry-Mina,DF,Everton,eng Premier League,25,21.5,4,0.19,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Takumi Minamino\Takumi-Minamino,MFFW,Southampton,eng Premier League,25,7.9,11,1.39,8,0,0,1,2,0,1,0.13,1,0,0,0,0,0
Takumi Minamino\Takumi-Minamino,MFFW,Liverpool,eng Premier League,25,3.3,6,1.84,3,0,1,1,1,0,1,0.31,0,0,1,0,0,0
Tyrone Mings\Tyrone-Mings,DF,Aston Villa,eng Premier League,27,35.5,14,0.39,12,0,1,1,0,0,2,0.06,2,0,0,0,0,0
Óscar Mingueza\Oscar-Mingueza,DF,Barcelona,es La Liga,21,21.1,20,0.95,17,0,0,1,1,1,5,0.24,5,0,0,0,0,0
Rafa Mir\Rafa-Mir,FW,Huesca,es La Liga,23,32.0,28,0.88,18,1,2,2,2,3,2,0.06,1,0,0,0,1,0
Jorge Miramón\Jorge-Miramon,DF,Levante,es La Liga,31,19.2,38,1.97,34,1,1,1,1,0,6,0.31,5,0,0,0,1,0
Aleksei Miranchuk\Aleksei-Miranchuk,FWMF,Atalanta,it Serie A,24,7.5,31,4.13,23,2,2,1,3,0,6,0.80,5,0,1,0,0,0
Juan Miranda\Juan-Miranda,DF,Betis,es La Liga,20,18.4,21,1.14,16,3,0,1,1,0,3,0.16,3,0,0,0,0,0
Antonio Mirante\Antonio-Mirante,GK,Roma,it Serie A,37,12.8,3,0.23,3,0,0,0,0,0,2,0.16,2,0,0,0,0,0
Tyrick Mitchell\Tyrick-Mitchell,DF,Crystal Palace,eng Premier League,20,19.0,9,0.47,9,0,0,0,0,0,3,0.16,3,0,0,0,0,0
Aleksandar Mitrović\Aleksandar-Mitrovic,FW,Fulham,eng Premier League,25,15.6,47,3.02,36,1,5,1,2,2,5,0.32,3,0,1,1,0,0
Stefan Mitrović\Stefan-Mitrovic,DF,Strasbourg,fr Ligue 1,30,30.9,11,0.36,7,0,1,2,1,0,1,0.03,1,0,0,0,0,0
Maximilian Mittelstädt\Maximilian-Mittelstadt,DF,Hertha BSC,de Bundesliga,23,20.0,37,1.85,30,2,2,1,0,2,2,0.10,2,0,0,0,0,0
Henrikh Mkhitaryan\Henrikh-Mkhitaryan,FWMF,Roma,it Serie A,31,30.5,109,3.57,84,2,5,7,7,4,15,0.49,13,0,0,1,1,0
Jakub Moder\Jakub-Moder,DFMF,Brighton,eng Premier League,21,7.2,11,1.53,7,1,1,1,0,1,1,0.14,1,0,0,0,0,0
Anthony Modeste\Anthony-Modeste,FWMF,Köln,de Bundesliga,32,2.5,4,1.63,2,0,0,1,1,0,0,0.00,0,0,0,0,0,0
Anthony Modeste\Anthony-Modeste,FW,Saint-Étienne,fr Ligue 1,32,3.3,2,0.61,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Luka Modrić\Luka-Modric,MF,Real Madrid,es La Liga,34,30.4,95,3.13,74,11,6,1,1,2,7,0.23,6,0,1,0,0,0
Terem Moffi\Terem-Moffi,FW,Lorient,fr Ligue 1,21,23.0,61,2.65,42,0,7,4,4,4,8,0.35,2,0,2,2,1,1
Kevin Möhwald\Kevin-Mohwald,MF,Werder Bremen,de Bundesliga,27,17.3,29,1.68,21,5,0,2,1,0,3,0.17,3,0,0,0,0,0
Niklas Moisander\Niklas-Moisander,DF,Werder Bremen,de Bundesliga,34,13.6,3,0.22,3,0,0,0,0,0,1,0.07,1,0,0,0,0,0
Dion Moise Sahi\Dion-Moise-Sahi,FWMF,Strasbourg,fr Ligue 1,18,1.0,6,5.74,4,0,1,0,1,0,0,0.00,0,0,0,0,0,0
Johan Mojica\Johan-Mojica,DF,Elche,es La Liga,27,13.4,14,1.05,11,0,1,1,1,0,0,0.00,0,0,0,0,0,0
Johan Mojica\Johan-Mojica,DFFW,Atalanta,it Serie A,27,3.3,4,1.20,3,1,0,0,0,0,0,0.00,0,0,0,0,0,0
Guillem Molina\Guillem-Molina,DF,Valencia,es La Liga,20,1.7,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Jorge Molina\Jorge-Molina,FWMF,Granada,es La Liga,38,17.9,40,2.23,35,0,1,0,4,0,7,0.39,6,0,1,0,0,0
Nahuel Molina\Nahuel-Molina,DF,Udinese,it Serie A,22,20.3,42,2.07,36,2,3,1,0,0,12,0.59,10,0,2,0,0,0
Salvatore Molina\Salvatore-Molina,MFDF,Crotone,it Serie A,28,25.7,44,1.71,36,4,2,0,1,1,7,0.27,7,0,0,0,0,0
Victor Mollejo\Victor-Mollejo,MFDF,Getafe,es La Liga,19,0.8,5,6.25,3,0,0,0,2,0,0,0.00,0,0,0,0,0,0
Florent Mollet\Florent-Mollet,MF,Montpellier,fr Ligue 1,28,26.2,66,2.52,39,17,0,0,8,2,8,0.31,4,3,0,0,1,0
Jayson Molumby\Jayson-Molumby,MF,Brighton,eng Premier League,20,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Alkhaly Momo Cissé\Alkhaly-Momo-Cisse,DFFW,Stuttgart,de Bundesliga,17,0.4,1,2.37,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Jon Moncayola\Jon-Moncayola,MF,Osasuna,es La Liga,22,29.6,32,1.08,30,1,0,1,0,0,2,0.07,2,0,0,0,0,0
Gabriele Moncini\Gabriele-Moncini,FW,Benevento,it Serie A,24,4.0,6,1.51,4,0,1,0,1,0,0,0.00,0,0,0,0,0,0
Thomas Monconduit\Thomas-Monconduit,MF,Lorient,fr Ligue 1,29,12.8,26,2.03,16,2,3,3,1,1,1,0.08,0,0,0,1,0,0
Kévin Monnet-Paquet\Kevin-Monnet-Paquet,MFFW,Saint-Étienne,fr Ligue 1,31,6.3,8,1.28,7,0,0,1,0,0,0,0.00,0,0,0,0,0,0
Nacho Monreal\Nacho-Monreal,DF,Real Sociedad,es La Liga,34,23.1,20,0.86,19,0,0,1,0,0,2,0.09,2,0,0,0,0,0
Cristóbal Montiel Rodríguez\Cristobal-Montiel-Rodriguez,DFFW,Fiorentina,it Serie A,20,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Lorenzo Montipò\Lorenzo-Montipo,GK,Benevento,it Serie A,24,37.0,1,0.03,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Ángel Montoro\Angel-Montoro,MF,Granada,es La Liga,32,15.1,40,2.64,21,14,0,1,3,1,1,0.07,1,0,0,0,0,0
Martín Montoya\Martin-Montoya,DF,Betis,es La Liga,29,2.7,5,1.88,3,1,0,0,1,0,0,0.00,0,0,0,0,0,0
Emre Mor\Emre-Mor,FWMF,Celta Vigo,es La Liga,23,5.6,5,0.90,2,1,2,0,0,0,0,0.00,0,0,0,0,0,0
Luca Mora\Luca-Mora,MF,Spezia,it Serie A,32,1.3,1,0.80,0,0,0,1,0,0,0,0.00,0,0,0,0,0,0
Wesley Moraes\Wesley-Moraes,MFFW,Aston Villa,eng Premier League,23,0.2,1,5.00,0,0,0,0,1,0,0,0.00,0,0,0,0,0,0
Álvaro Morata\Alvaro-Morata,FW,Juventus,it Serie A,27,22.4,74,3.31,56,0,4,6,6,2,15,0.67,12,0,0,2,1,0
Jan Morávek\Jan-Moravek,MF,Augsburg,de Bundesliga,30,3.0,5,1.69,4,0,0,1,0,0,0,0.00,0,0,0,0,0,0
Jon Morcillo\Jon-Morcillo,MFFW,Athletic Club,es La Liga,21,15.1,42,2.77,28,10,1,0,2,1,4,0.26,3,1,0,0,0,0
Jérémy Morel\Jeremy-Morel,DF,Lorient,fr Ligue 1,36,27.7,16,0.58,12,2,0,2,0,0,0,0.00,0,0,0,0,0,0
Alberto Moreno\Alberto-Moreno,DF,Villarreal,es La Liga,28,2.1,5,2.33,1,0,2,2,0,0,0,0.00,0,0,0,0,0,0
Álex Moreno\Alex-Moreno,DF,Betis,es La Liga,27,19.8,31,1.56,25,0,5,0,0,1,4,0.20,3,0,1,0,0,0
Gerard Moreno\Gerard-Moreno,FWMF,Villarreal,es La Liga,28,29.7,81,2.73,62,0,9,7,2,1,18,0.61,12,0,3,2,0,1
Tete Morente\Tete-Morente,MFFW,Elche,es La Liga,23,22.4,34,1.52,20,3,5,1,5,0,9,0.40,5,1,1,1,1,0
Mateu Morey\Mateu-Morey,DF,Dortmund,de Bundesliga,20,9.2,19,2.06,17,0,0,0,2,0,3,0.33,3,0,0,0,0,0
Wes Morgan\Wes-Morgan,DF,Leicester City,eng Premier League,36,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Raúl Moro\Raul-Moro,MF,Lazio,it Serie A,17,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Loren Morón\Loren-Moron,FWMF,Betis,es La Liga,26,11.0,19,1.73,10,0,4,1,3,1,1,0.09,0,0,0,0,1,0
Pedro Mosquera\Pedro-Mosquera,MF,Huesca,es La Liga,32,22.8,23,1.01,20,1,0,1,1,0,3,0.13,2,0,0,1,0,0
Aimen Moueffek\Aimen-Moueffek,DFMF,Saint-Étienne,fr Ligue 1,19,8.3,15,1.82,11,0,1,0,2,1,0,0.00,0,0,0,0,0,0
Youssoufa Moukoko\Youssoufa-Moukoko,FWMF,Dortmund,de Bundesliga,15,4.7,17,3.63,6,0,2,4,3,2,2,0.43,1,0,1,0,0,0
Harold Moukoudi\Harold-Moukoudi,DF,Saint-Étienne,fr Ligue 1,22,25.3,13,0.51,9,1,0,3,0,0,3,0.12,0,0,0,3,0,0
Jessy Moulin\Jessy-Moulin,GK,Saint-Étienne,fr Ligue 1,34,29.0,1,0.03,0,1,0,0,0,0,0,0.00,0,0,0,0,0,0
Steve Mounié\Steve-Mounie,FW,Brest,fr Ligue 1,25,29.8,51,1.71,35,0,3,5,6,2,7,0.24,6,0,0,0,1,0
Mason Mount\Mason-Mount,MFFW,Chelsea,eng Premier League,21,32.1,163,5.08,89,47,10,7,8,2,14,0.44,5,5,1,2,1,0
Lucas Moura\Lucas-Moura,FWMF,Tottenham,eng Premier League,27,15.7,36,2.30,27,2,1,1,3,2,8,0.51,6,0,0,1,0,1
