Player,Pos,Squad,Comp,Age,90s,SCA,SCA90,PassLive,PassDead,Drib,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,Drib,Sh,Fld,Def
Khanya Leshabela\Khanya-Leshabela,MF,Leicester City,eng Premier League,20,0.1,1,9.00,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Karlo Letica\Karlo-Letica,GK,Sampdoria,it Serie A,23,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Gaetano Letizia\Gaetano-Letizia,DF,Benevento,it Serie A,30,17.4,37,2.12,28,5,1,1,1,1,2,0.11,2,0,0,0,0,0
Robert Lewandowski\Robert-Lewandowski,FW,Bayern Munich,de Bundesliga,31,27.3,74,2.71,53,1,5,9,5,1,18,0.66,12,0,3,1,2,0
Jamal Lewis\Jamal-Lewis,DF,Newcastle Utd,eng Premier League,22,20.4,29,1.42,24,3,1,0,1,0,2,0.10,2,0,0,0,0,0
Aaron Leya Iseka\Aaron-Leya-Iseka,FW,Metz,fr Ligue 1,22,11.2,21,1.87,14,0,3,0,4,0,1,0.09,0,0,1,0,0,0
Yanis Lhery\Yanis-Lhery,MFFW,Saint-Étienne,fr Ligue 1,17,0.3,2,6.00,0,0,1,0,0,1,0,0.00,0,0,0,0,0,0
Dimitri Liénard\Dimitri-Lienard,MF,Strasbourg,fr Ligue 1,32,20.3,73,3.59,32,33,1,1,2,4,7,0.34,2,4,0,1,0,0
Philipp Lienhart\Philipp-Lienhart,DF,Freiburg,de Bundesliga,24,33.3,13,0.39,11,1,0,0,1,0,0,0.00,0,0,0,0,0,0
Matthijs de Ligt\Matthijs-de-Ligt,DF,Juventus,it Serie A,20,24.7,25,1.01,19,1,1,3,1,0,5,0.20,4,0,0,1,0,0
Isaac Lihadji\Isaac-Lihadji,MFDF,Lille,fr Ligue 1,18,2.2,11,5.05,8,2,0,0,0,1,2,0.92,2,0,0,0,0,0
Dimitris Limnios\Dimitris-Limnios,MFFW,Köln,de Bundesliga,22,4.2,5,1.19,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Victor Lindelöf\Victor-Lindelof,DF,Manchester Utd,eng Premier League,26,28.7,9,0.31,9,0,0,0,0,0,1,0.03,1,0,0,0,0,0
Karol Linetty\Karol-Linetty,MF,Torino,it Serie A,25,20.4,36,1.77,28,1,4,1,1,1,1,0.05,0,0,0,1,0,0
Jesse Lingard\Jesse-Lingard,MFFW,West Ham,eng Premier League,27,15.8,61,3.86,42,6,2,5,6,0,11,0.70,6,2,0,2,1,0
Pol Lirola\Pol-Lirola,DFFW,Fiorentina,it Serie A,22,5.5,10,1.81,8,1,1,0,0,0,1,0.18,1,0,0,0,0,0
Pol Lirola\Pol-Lirola,DF,Marseille,fr Ligue 1,22,17.3,33,1.91,27,1,3,0,2,0,3,0.17,3,0,0,0,0,0
Jake Livermore\Jake-Livermore,MF,West Brom,eng Premier League,30,13.8,8,0.58,7,0,0,1,0,0,1,0.07,1,0,0,0,0,0
Diego Llorente\Diego-Llorente,DF,Leeds United,eng Premier League,26,13.4,6,0.45,5,0,0,1,0,0,1,0.07,1,0,0,0,0,0
Diego Llorente\Diego-Llorente,DF,Real Sociedad,es La Liga,26,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Fernando Llorente\Fernando-Llorente,FW,Udinese,it Serie A,35,7.9,15,1.89,11,0,0,2,1,1,2,0.25,1,0,0,1,0,0
Fernando Llorente\Fernando-Llorente,FWMF,Napoli,it Serie A,35,0.6,2,3.46,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Marcos Llorente\Marcos-Llorente,MFDF,Atlético Madrid,es La Liga,25,32.8,75,2.28,57,1,4,3,7,3,15,0.46,11,0,0,0,2,2
Hugo Lloris\Hugo-Lloris,GK,Tottenham,eng Premier League,33,38.0,1,0.03,1,0,0,0,0,0,1,0.03,1,0,0,0,0,0
Giovani Lo Celso\Giovani-Lo-Celso,MF,Tottenham,eng Premier League,24,10.5,30,2.86,21,3,0,1,4,1,3,0.29,3,0,0,0,0,0
Stanislav Lobotka\Stanislav-Lobotka,MF,Napoli,it Serie A,25,1.7,1,0.58,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Manuel Locatelli\Manuel-Locatelli,MF,Sassuolo,it Serie A,22,32.0,86,2.68,72,4,1,2,5,2,10,0.31,8,1,0,0,1,0
Renan Lodi\Renan-Lodi,DF,Atlético Madrid,es La Liga,22,12.5,28,2.23,16,6,2,1,2,1,4,0.32,4,0,0,0,0,0
Ruben Loftus-Cheek\Ruben-Loftus-Cheek,FW,Chelsea,eng Premier League,24,0.7,1,1.50,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Ruben Loftus-Cheek\Ruben-Loftus-Cheek,MFFW,Fulham,eng Premier League,24,21.2,53,2.50,30,0,7,3,10,3,0,0.00,0,0,0,0,0,0
Niklas Lomb\Niklas-Lomb,GK,Leverkusen,de Bundesliga,27,1.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Kevin Long\Kevin-Long,DF,Burnley,eng Premier League,29,7.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Shane Long\Shane-Long,FWMF,Southampton,eng Premier League,33,2.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Matthew Longstaff\Matthew-Longstaff,MF,Newcastle Utd,eng Premier League,20,4.2,2,0.48,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Sean Longstaff\Sean-Longstaff,MF,Newcastle Utd,eng Premier League,22,15.7,21,1.34,12,5,1,0,2,1,2,0.13,2,0,0,0,0,0
Ademola Lookman\Ademola-Lookman,FWMF,Fulham,eng Premier League,22,30.5,115,3.77,74,25,5,6,4,1,11,0.36,6,3,2,0,0,0
Anthony Lopes\Anthony-Lopes,GK,Lyon,fr Ligue 1,29,38.0,1,0.03,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Rony Lopes\Rony-Lopes,FWMF,Nice,fr Ligue 1,24,19.8,62,3.13,29,21,6,4,0,2,5,0.25,3,0,1,0,0,1
Pedro López Muñoz\Pedro-Lopez-Munoz,DF,Huesca,es La Liga,36,11.9,16,1.35,15,1,0,0,0,0,2,0.17,1,1,0,0,0,0
Adrián López\Adrian-Lopez,FWMF,Osasuna,es La Liga,32,5.3,15,2.81,10,0,2,2,1,0,2,0.37,2,0,0,0,0,0
Javi López\Javi-Lopez,DFMF,Alavés,es La Liga,18,2.8,3,1.09,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Maxime Lopez\Maxime-Lopez,FWMF,Marseille,fr Ligue 1,22,1.5,4,2.69,3,0,0,0,1,0,0,0.00,0,0,0,0,0,0
Maxime Lopez\Maxime-Lopez,MF,Sassuolo,it Serie A,22,20.7,56,2.70,46,5,4,0,0,1,5,0.24,2,1,2,0,0,0
Pau López\Pau-Lopez,GK,Roma,it Serie A,25,20.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Roberto López\Roberto-Lopez,MFFW,Real Sociedad,es La Liga,20,5.6,19,3.39,10,5,0,4,0,0,1,0.18,0,1,0,0,0,0
Unai López\Unai-Lopez,MF,Athletic Club,es La Liga,24,15.8,42,2.65,30,8,1,1,1,1,2,0.13,2,0,0,0,0,0
Dion Lopy\Dion-Lopy,MF,Reims,fr Ligue 1,18,2.8,6,2.11,5,0,1,0,0,0,1,0.35,1,0,0,0,0,0
Jordan Lotomba\Jordan-Lotomba,DF,Nice,fr Ligue 1,21,23.6,29,1.23,26,0,1,0,1,1,5,0.21,3,0,0,0,1,1
Adrien Louveau\Adrien-Louveau,DFMF,Lens,fr Ligue 1,20,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Imran Louza\Imran-Louza,MF,Nantes,fr Ligue 1,21,26.4,50,1.89,31,12,0,2,2,3,3,0.11,1,1,0,1,0,0
Matteo Lovato\Matteo-Lovato,DF,Hellas Verona,it Serie A,20,15.4,9,0.58,9,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Max Lowe\Max-Lowe,DF,Sheffield Utd,eng Premier League,23,6.1,7,1.15,4,1,1,1,0,0,0,0.00,0,0,0,0,0,0
Eduard Löwen\Eduard-Lowen,MFDF,Hertha BSC,de Bundesliga,23,0.9,1,1.06,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Matthew Lowton\Matthew-Lowton,DF,Burnley,eng Premier League,31,34.0,49,1.44,41,3,1,1,1,2,2,0.06,2,0,0,0,0,0
Anthony Lozano\Anthony-Lozano,FWMF,Cádiz,es La Liga,27,16.9,32,1.89,15,0,5,5,6,1,5,0.30,2,0,1,2,0,0
Hirving Lozano\Hirving-Lozano,FW,Napoli,it Serie A,25,21.8,84,3.85,56,0,7,3,12,6,10,0.46,5,0,1,1,2,1
Jan Luca Schuler\Jan-Luca-Schuler,FW,Schalke 04,de Bundesliga,21,0.4,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Jean Lucas\Jean-Lucas,MF,Lyon,fr Ligue 1,22,1.9,6,3.14,3,0,3,0,0,0,1,0.52,1,0,0,0,0,0
Jean Lucas\Jean-Lucas,MF,Brest,fr Ligue 1,22,11.2,24,2.14,17,0,1,4,2,0,5,0.45,3,0,0,2,0,0
Anderson Lucoqui\Anderson-Lucoqui,DF,Arminia,de Bundesliga,23,17.8,16,0.90,13,0,1,1,1,0,2,0.11,2,0,0,0,0,0
Jeison Lucumí\Jeison-Lucumi,FW,Elche,es La Liga,25,0.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Kilian Ludewig\Kilian-Ludewig,DF,Schalke 04,de Bundesliga,20,5.8,9,1.56,9,0,0,0,0,0,0,0.00,0,0,0,0,0,0
José Luis Gayà\Jose-Luis-Gaya,DF,Valencia,es La Liga,25,31.6,64,2.02,59,1,2,1,1,0,12,0.38,11,0,1,0,0,0
José Luis Morales\Jose-Luis-Morales,FWMF,Levante,es La Liga,33,27.1,62,2.29,42,9,5,2,3,1,10,0.37,7,0,3,0,0,0
José Luis Palomino\Jose-Luis-Palomino,DF,Atalanta,it Serie A,30,27.0,15,0.56,14,0,0,0,0,1,3,0.11,3,0,0,0,0,0
Florentino Luís\Florentino-Luis,MF,Monaco,fr Ligue 1,20,2.7,4,1.49,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Luisinho\Luisinho,DF,Huesca,es La Liga,35,2.0,2,1.01,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Luismi\Luismi,MFDF,Elche,es La Liga,28,1.9,1,0.54,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
David Luiz\David-Luiz,DF,Arsenal,eng Premier League,33,15.5,10,0.64,8,0,1,0,0,1,1,0.06,1,0,0,0,0,0
Douglas Luiz\Douglas-Luiz,MF,Aston Villa,eng Premier League,22,30.9,46,1.49,42,2,0,1,1,0,5,0.16,5,0,0,0,0,0
Romelu Lukaku\Romelu-Lukaku,FW,Inter,it Serie A,27,32.0,114,3.56,88,0,12,10,4,0,24,0.75,20,0,2,2,0,0
Dodi Lukebakio\Dodi-Lukebakio,FWMF,Hertha BSC,de Bundesliga,22,20.6,43,2.09,36,1,4,1,0,1,7,0.34,7,0,0,0,0,0
Saša Lukić\Sasa-Lukic,MF,Torino,it Serie A,23,23.4,55,2.35,39,2,3,1,7,3,3,0.13,1,0,0,0,1,1
Senad Lulić\Senad-Lulic,DFMF,Lazio,it Serie A,34,8.0,12,1.50,9,1,2,0,0,0,1,0.13,1,0,0,0,0,0
John Lundstram\John-Lundstram,MF,Sheffield Utd,eng Premier League,26,22.6,37,1.64,30,5,1,0,0,1,3,0.13,2,1,0,0,0,0
Sebastiano Luperto\Sebastiano-Luperto,DF,Crotone,it Serie A,23,20.9,12,0.57,10,0,1,0,0,1,0,0.00,0,0,0,0,0,0
Andreas Luthe\Andreas-Luthe,GK,Union Berlin,de Bundesliga,33,30.8,2,0.07,1,1,0,0,0,0,0,0.00,0,0,0,0,0,0
Lyanco\Lyanco,DF,Torino,it Serie A,23,21.8,13,0.60,13,0,0,0,0,0,1,0.05,1,0,0,0,0,0
Charalambos Lykogiannis\Charalambos-Lykogiannis,DF,Cagliari,it Serie A,26,26.9,28,1.04,17,8,0,2,0,1,2,0.07,2,0,0,0,0,0
Yann M'Vila\Yann-MVila,MFFW,Saint-Étienne,fr Ligue 1,30,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Alexis Mac Allister\Alexis-Mac-Allister,MFFW,Brighton,eng Premier League,21,12.4,30,2.42,27,0,0,2,1,0,2,0.16,2,0,0,0,0,0
Darwin Machís\Darwin-Machis,FWMF,Granada,es La Liga,27,22.5,57,2.53,25,9,8,7,6,2,12,0.53,5,1,3,1,1,1
Tim Maciejewski\Tim-Maciejewski,MF,Union Berlin,de Bundesliga,19,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Luca Mack\Luca-Mack,MF,Stuttgart,de Bundesliga,20,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Yvann Macon\Yvann-Macon,DF,Saint-Étienne,fr Ligue 1,21,6.0,5,0.83,3,1,0,0,0,1,2,0.33,1,1,0,0,0,0
James Maddison\James-Maddison,MFFW,Leicester City,eng Premier League,23,23.3,105,4.50,60,20,7,5,9,4,11,0.47,7,1,0,0,2,1
Mikail Maden\Mikail-Maden,FW,Schalke 04,de Bundesliga,18,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Pablo Maffeo\Pablo-Maffeo,DF,Huesca,es La Liga,23,21.8,45,2.06,32,2,7,1,1,2,7,0.32,6,0,0,0,0,1
Lisandro Magallán\Lisandro-Magallan,DF,Crotone,it Serie A,26,24.2,17,0.70,14,1,0,1,1,0,3,0.12,3,0,0,0,0,0
Christian Maggio\Christian-Maggio,DF,Benevento,it Serie A,38,3.3,1,0.30,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Giulio Maggiore\Giulio-Maggiore,MF,Spezia,it Serie A,22,24.6,36,1.46,25,1,2,2,2,4,5,0.20,3,0,1,1,0,0
Francesco Magnanelli\Francesco-Magnanelli,MF,Sassuolo,it Serie A,35,4.9,4,0.82,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Giangiacomo Magnani\Giangiacomo-Magnani,DF,Hellas Verona,it Serie A,24,16.8,8,0.48,6,0,1,0,0,1,0,0.00,0,0,0,0,0,0
Hugo Magnetti\Hugo-Magnetti,MF,Brest,fr Ligue 1,22,6.7,11,1.64,10,0,0,0,0,1,0,0.00,0,0,0,0,0,0
Harry Maguire\Harry-Maguire,DF,Manchester Utd,eng Premier League,27,33.9,31,0.92,23,0,1,4,1,2,6,0.18,4,0,0,1,0,1
Abdallahi Mahmoud\Abdallahi-Mahmoud,MF,Alavés,es La Liga,20,0.7,1,1.36,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Hicham Mahou\Hicham-Mahou,DF,Nice,fr Ligue 1,21,0.4,1,2.65,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Riyad Mahrez\Riyad-Mahrez,FW,Manchester City,eng Premier League,29,21.7,84,3.88,58,7,5,8,3,3,14,0.65,9,1,2,1,0,1
Arne Maier\Arne-Maier,MF,Arminia,de Bundesliga,21,11.5,23,2.00,15,5,0,2,0,1,2,0.17,2,0,0,0,0,0
Arne Maier\Arne-Maier,MF,Hertha BSC,de Bundesliga,21,0.3,2,6.00,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Habib Maïga\Habib-Maiga,MF,Metz,fr Ligue 1,24,29.9,69,2.31,54,1,4,3,4,3,11,0.37,7,0,2,1,1,0
Mike Maignan\Mike-Maignan,GK,Lille,fr Ligue 1,24,38.0,5,0.13,3,2,0,0,0,0,1,0.03,1,0,0,0,0,0
Ainsley Maitland-Niles\Ainsley-Maitland-Niles,DF,Arsenal,eng Premier League,22,5.4,11,2.02,7,1,2,0,1,0,1,0.18,0,0,0,0,1,0
Ainsley Maitland-Niles\Ainsley-Maitland-Niles,MF,West Brom,eng Premier League,22,13.7,18,1.32,15,0,0,0,3,0,2,0.15,1,0,0,0,1,0
Josh Maja\Josh-Maja,FW,Bordeaux,fr Ligue 1,21,8.9,15,1.68,12,0,1,1,1,0,0,0.00,0,0,0,0,0,0
Josh Maja\Josh-Maja,FWMF,Fulham,eng Premier League,21,9.0,18,2.00,12,0,4,2,0,0,0,0.00,0,0,0,0,0,0
Radosław Majecki\Radoslaw-Majecki,GK,Monaco,fr Ligue 1,20,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Abdul Majeed Waris\Abdul-Majeed-Waris,FWMF,Strasbourg,fr Ligue 1,28,6.1,6,0.98,1,0,0,2,3,0,0,0.00,0,0,0,0,0,0
Marco Majouga\Marco-Majouga,FWMF,Nîmes,fr Ligue 1,19,1.2,5,4.29,4,0,0,1,0,0,0,0.00,0,0,0,0,0,0
Jean-Victor Makengo\Jean-Victor-Makengo,MF,Udinese,it Serie A,22,5.8,5,0.86,5,0,0,0,0,0,1,0.17,1,0,0,0,0,0
Nemanja Maksimović\Nemanja-Maksimovic,MF,Getafe,es La Liga,25,30.3,40,1.32,34,1,1,1,1,2,1,0.03,0,0,0,1,0,0
Nikola Maksimović\Nikola-Maksimovic,DF,Napoli,it Serie A,28,13.4,8,0.60,8,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Adilson Malanda\Adilson-Malanda,MF,Nîmes,fr Ligue 1,18,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Filip Malbašić\Filip-Malbasic,FWMF,Cádiz,es La Liga,27,9.6,8,0.84,6,0,1,0,0,1,3,0.31,2,0,1,0,0,0
Kévin Malcuit\Kevin-Malcuit,DF,Fiorentina,it Serie A,29,2.3,3,1.30,1,0,2,0,0,0,0,0.00,0,0,0,0,0,0
Kévin Malcuit\Kevin-Malcuit,MFFW,Napoli,it Serie A,29,0.4,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Daniel Maldini\Daniel-Maldini,FWMF,Milan,it Serie A,18,0.3,3,9.31,2,0,1,0,0,0,0,0.00,0,0,0,0,0,0
Ruslan Malinovskyi\Ruslan-Malinovskyi,FWMF,Atalanta,it Serie A,27,20.8,126,6.04,84,23,5,6,7,1,16,0.77,14,2,0,0,0,0
Yunus Mallı\Yunus-Malli,MF,Wolfsburg,de Bundesliga,28,0.6,2,3.10,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Hugo Mallo\Hugo-Mallo,DF,Celta Vigo,es La Liga,29,28.9,37,1.28,31,1,1,2,2,0,2,0.07,1,0,0,0,1,0
Mickael Malsa\Mickael-Malsa,MF,Levante,es La Liga,24,26.0,29,1.12,23,0,0,2,1,3,1,0.04,0,0,0,0,0,1
Dennis Man\Dennis-Man,FWMF,Parma,it Serie A,21,7.8,16,2.06,12,0,3,0,1,0,4,0.52,3,0,1,0,0,0
Hianga Mananga Mbock\Hianga-Mananga-Mbock,MF,Brest,fr Ligue 1,20,5.1,4,0.79,3,0,1,0,0,0,0,0.00,0,0,0,0,0,0
Vincent Manceau\Vincent-Manceau,DF,Angers,fr Ligue 1,31,25.7,28,1.09,23,5,0,0,0,0,1,0.04,0,1,0,0,0,0
Gianluca Mancini\Gianluca-Mancini,DF,Roma,it Serie A,24,31.7,29,0.92,24,0,0,3,0,2,3,0.09,3,0,0,0,0,0
Steve Mandanda\Steve-Mandanda,GK,Marseille,fr Ligue 1,35,37.0,2,0.05,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Reinildo Mandava\Reinildo-Mandava,DF,Lille,fr Ligue 1,26,24.2,34,1.40,30,1,1,0,0,2,3,0.12,3,0,0,0,0,0
Aïssa Mandi\Aissa-Mandi,DF,Betis,es La Liga,28,26.6,8,0.30,7,0,0,1,0,0,1,0.04,0,0,0,1,0,0
Rolando Mandragora\Rolando-Mandragora,MF,Udinese,it Serie A,23,4.4,7,1.58,7,0,0,0,0,0,1,0.23,1,0,0,0,0,0
Rolando Mandragora\Rolando-Mandragora,MF,Torino,it Serie A,23,16.9,38,2.24,24,4,1,3,4,2,5,0.30,2,1,0,2,0,0
Mario Mandžukić\Mario-Mandzukic,FW,Milan,it Serie A,34,2.4,4,1.70,3,0,0,0,1,0,0,0.00,0,0,0,0,0,0
Sadio Mané\Sadio-Mane,FW,Liverpool,eng Premier League,28,31.2,124,3.97,88,1,10,9,14,2,12,0.38,7,0,0,3,1,1
Niccolò Manfredini\Niccolo-Manfredini,GK,Benevento,it Serie A,32,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Eliaquim Mangala\Eliaquim-Mangala,DF,Valencia,es La Liga,29,3.6,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Orel Mangala\Orel-Mangala,MF,Stuttgart,de Bundesliga,22,23.4,53,2.26,41,0,3,1,6,2,5,0.21,3,0,0,0,1,1
Thomas Mangani\Thomas-Mangani,MF,Angers,fr Ligue 1,33,29.9,66,2.21,47,15,1,1,0,2,6,0.20,4,2,0,0,0,0
Vito Mannone\Vito-Mannone,GK,Monaco,fr Ligue 1,32,9.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Kostas Manolas\Kostas-Manolas,DF,Napoli,it Serie A,29,25.5,18,0.70,10,1,1,2,3,1,2,0.08,0,0,0,1,1,0
Javier Manquillo\Javier-Manquillo,DF,Newcastle Utd,eng Premier League,26,9.2,8,0.87,7,1,0,0,0,0,0,0.00,0,0,0,0,0,0
Juan Manuel Ramos\Juan-Manuel-Ramos,DF,Spezia,it Serie A,23,3.3,5,1.53,1,4,0,0,0,0,0,0.00,0,0,0,0,0,0
Myziane Maolida\Myziane-Maolida,FWMF,Nice,fr Ligue 1,21,12.0,32,2.67,22,0,5,2,2,1,4,0.33,1,0,1,1,1,0
Faitout Maouassa\Faitout-Maouassa,DF,Rennes,fr Ligue 1,22,13.0,19,1.46,14,0,0,3,0,2,2,0.15,1,0,0,1,0,0
Sekou Mara\Sekou-Mara,FW,Bordeaux,fr Ligue 1,18,2.5,4,1.57,2,0,1,1,0,0,2,0.79,2,0,0,0,0,0
Maranhão\Maranhao,FW,Valladolid,es La Liga,23,13.1,18,1.38,12,0,2,1,3,0,4,0.31,3,0,0,0,1,0
Fernando Marçal\Fernando-Marcal,DF,Wolves,eng Premier League,31,6.9,4,0.58,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Fernando Marçal\Fernando-Marcal,DF,Lyon,fr Ligue 1,31,0.9,1,1.15,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Marcelo\Marcelo,DF,Real Madrid,es La Liga,32,11.7,38,3.26,29,2,5,2,0,0,3,0.26,3,0,0,0,0,0
Marcelo\Marcelo,DF,Lyon,fr Ligue 1,33,32.3,27,0.84,25,0,0,0,1,1,0,0.00,0,0,0,0,0,0
Solly March\Solly-March,DF,Brighton,eng Premier League,26,18.6,52,2.80,39,7,4,2,0,0,3,0.16,2,1,0,0,0,0
Federico Marchetti\Federico-Marchetti,GK,Genoa,it Serie A,37,3.7,1,0.27,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Riccardo Marchizza\Riccardo-Marchizza,DF,Spezia,it Serie A,22,17.3,24,1.38,17,7,0,0,0,0,3,0.17,2,1,0,0,0,0
Gian Marco Ferrari\Gian-Marco-Ferrari,DF,Sassuolo,it Serie A,28,33.5,35,1.05,27,1,0,4,2,1,5,0.15,4,0,0,0,1,0
Iván Marcone\Ivan-Marcone,MF,Elche,es La Liga,30,29.4,22,0.75,20,2,0,0,0,0,1,0.03,1,0,0,0,0,0
Óscar de Marcos\Oscar-de-Marcos,DFMF,Athletic Club,es La Liga,31,16.9,20,1.18,20,0,0,0,0,0,4,0.24,4,0,0,0,0,0
Dario Maresic\Dario-Maresic,DF,Reims,fr Ligue 1,20,5.7,2,0.35,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
José Mari\Jose-Mari,MF,Cádiz,es La Liga,32,16.1,13,0.81,10,0,1,0,1,1,1,0.06,1,0,0,0,0,0
Pablo Marí\Pablo-Mari,DF,Arsenal,eng Premier League,26,10.0,2,0.20,1,0,0,1,0,0,0,0.00,0,0,0,0,0,0
José María Giménez\Jose-Maria-Gimenez,DF,Atlético Madrid,es La Liga,25,19.6,6,0.31,6,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Mariano\Mariano,FW,Real Madrid,es La Liga,26,5.7,9,1.58,4,0,2,3,0,0,1,0.18,1,0,0,0,0,0
Jordan Marié\Jordan-Marie,MF,Dijon,fr Ligue 1,28,15.9,13,0.82,11,2,0,0,0,0,0,0.00,0,0,0,0,0,0
Adrián Marín\Adrian-Marin,DFMF,Alavés,es La Liga,23,1.0,2,1.94,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Adrián Marín\Adrian-Marin,DFFW,Granada,es La Liga,23,3.0,5,1.67,4,1,0,0,0,0,2,0.67,2,0,0,0,0,0
Răzvan Marin\Razvan-Marin,MF,Cagliari,it Serie A,24,32.9,98,2.97,55,38,1,1,1,2,7,0.21,4,3,0,0,0,0
Guillermo Maripán\Guillermo-Maripan,DF,Monaco,fr Ligue 1,26,23.2,13,0.56,11,0,0,0,0,2,2,0.09,1,0,0,0,0,1
Marlon\Marlon,DF,Sassuolo,it Serie A,24,19.4,12,0.62,10,1,0,0,0,1,0,0.00,0,0,0,0,0,0
Omar Marmoush\Omar-Marmoush,FW,Wolfsburg,de Bundesliga,21,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Marquinhos\Marquinhos,DF,Paris S-G,fr Ligue 1,26,23.6,14,0.59,13,0,0,1,0,0,5,0.21,4,0,0,1,0,0
Luca Marrone\Luca-Marrone,DF,Crotone,it Serie A,30,17.6,4,0.23,2,0,0,0,0,2,1,0.06,0,0,0,0,0,1
Roger Martí\Roger-Marti,FW,Levante,es La Liga,29,24.4,33,1.35,26,0,2,3,1,1,7,0.29,7,0,0,0,0,0
Anthony Martial\Anthony-Martial,FW,Manchester Utd,eng Premier League,24,16.4,43,2.61,28,0,3,4,7,1,8,0.49,2,0,0,2,4,0
Aarón Martín\Aaron-Martin,DF,Mainz 05,de Bundesliga,23,2.9,5,1.72,3,2,0,0,0,0,0,0.00,0,0,0,0,0,0
Aarón Martín\Aaron-Martin,DF,Celta Vigo,es La Liga,23,17.1,13,0.76,10,0,0,1,1,1,3,0.18,3,0,0,0,0,0
Álex Martín\Alex-Martin,DF,Cádiz,es La Liga,22,1.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Jonas Martin\Jonas-Martin,MF,Rennes,fr Ligue 1,30,5.4,10,1.87,9,0,0,0,1,0,2,0.37,2,0,0,0,0,0
Martinelli\Martinelli,FW,Arsenal,eng Premier League,19,6.5,21,3.21,15,0,3,2,1,0,1,0.15,1,0,0,0,0,0
Lucas Martínez Quarta\Lucas-Martinez-Quarta,DF,Fiorentina,it Serie A,24,16.5,15,0.91,10,0,2,1,1,1,1,0.06,1,0,0,0,0,0
Emiliano Martínez\Emiliano-Martinez,GK,Aston Villa,eng Premier League,27,38.0,6,0.16,6,0,0,0,0,0,1,0.03,1,0,0,0,0,0
Iñigo Martínez\Inigo-Martinez,DF,Athletic Club,es La Liga,29,28.0,15,0.54,13,0,0,2,0,0,0,0.00,0,0,0,0,0,0
Javi Martínez\Javi-Martinez,MFFW,Osasuna,es La Liga,20,5.1,10,1.96,9,0,1,0,0,0,1,0.20,1,0,0,0,0,0
