Player,Pos,Squad,Comp,Age,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
Jaime Mata\Jaime-Mata,FW,Getafe,es La Liga,31,22.6,9,1,0,70,36,27,36,11,10,0,0,0,110,90,128,41.3
Juan Mata\Juan-Mata,FWMF,Manchester Utd,eng Premier League,32,5.7,0,0,0,1,4,2,7,2,2,0,0,0,28,1,3,25.0
Pape Matar Sarr\Pape-Matar-Sarr,MF,Metz,fr Ligue 1,17,17.7,5,0,0,24,25,1,6,40,27,0,0,0,169,24,14,63.2
Eliot Matazo\Eliot-Matazo,MF,Monaco,fr Ligue 1,18,3.5,0,1,0,5,3,0,0,2,8,0,0,0,24,3,5,37.5
Jean-Philippe Mateta\Jean-Philippe-Mateta,FW,Crystal Palace,eng Premier League,23,2.5,0,0,0,3,1,5,1,1,1,0,0,0,9,13,13,50.0
Jean-Philippe Mateta\Jean-Philippe-Mateta,FW,Mainz 05,de Bundesliga,23,11.1,2,0,0,8,8,13,4,1,5,1,0,0,50,23,32,41.8
Nemanja Matić\Nemanja-Matic,MF,Manchester Utd,eng Premier League,31,12.3,2,0,0,14,7,0,6,18,15,0,0,0,127,19,8,70.4
Joël Matip\Joel-Matip,DF,Liverpool,eng Premier League,28,7.7,2,0,0,10,4,0,0,4,11,0,0,0,82,24,11,68.6
Rabbi Matondo\Rabbi-Matondo,FWMF,Schalke 04,de Bundesliga,19,2.4,0,0,0,2,1,1,1,2,3,0,0,0,11,1,2,33.3
Ryder Matos\Ryder-Matos,MF,Udinese,it Serie A,27,0.1,0,0,0,1,2,0,2,0,0,0,0,0,0,0,0,
Henning Matriciani\Henning-Matriciani,DF,Schalke 04,de Bundesliga,20,0.3,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,
Chrislain Matsima\Chrislain-Matsima,DF,Monaco,fr Ligue 1,18,3.9,2,0,0,2,1,0,2,1,4,0,0,0,42,9,9,50.0
Federico Mattiello\Federico-Mattiello,DF,Spezia,it Serie A,25,0.4,0,0,0,0,1,0,1,1,0,0,0,0,7,1,2,33.3
Neal Maupay\Neal-Maupay,FWMF,Brighton,eng Premier League,23,27.9,1,1,0,29,44,12,11,12,18,1,1,0,117,26,68,27.7
Tony Mauricio\Tony-Mauricio,MF,Lens,fr Ligue 1,26,5.6,3,0,0,20,10,0,7,2,12,0,0,0,46,2,4,33.3
Stephy Mavididi\Stephy-Mavididi,FWMF,Montpellier,fr Ligue 1,22,22.6,3,0,0,31,33,3,19,20,6,1,0,0,109,15,48,23.8
Konstantinos Mavropanos\Konstantinos-Mavropanos,DF,Stuttgart,de Bundesliga,22,16.3,5,0,0,23,17,1,5,41,22,0,1,0,201,49,16,75.4
Eric Maxim Choupo-Moting\Eric-Maxim-Choupo-Moting,FWMF,Bayern Munich,de Bundesliga,31,9.1,2,0,0,5,9,9,1,3,6,0,0,0,37,15,19,44.1
Borja Mayoral\Borja-Mayoral,FW,Real Madrid,es La Liga,23,0.3,0,0,0,2,0,2,0,0,0,0,0,0,1,0,1,0.0
Borja Mayoral\Borja-Mayoral,FW,Roma,it Serie A,23,17.2,1,0,0,10,27,13,8,3,5,1,0,0,38,16,62,20.5
Youssef Maziz\Youssef-Maziz,MFFW,Metz,fr Ligue 1,22,2.9,1,0,0,2,5,0,3,3,1,0,0,0,17,3,2,60.0
Antonio Mazzotta\Antonio-Mazzotta,DF,Crotone,it Serie A,30,0.6,1,0,0,2,0,0,1,0,0,0,0,0,1,1,0,100.0
Kevin Mbabu\Kevin-Mbabu,DF,Wolfsburg,de Bundesliga,25,18.2,7,0,0,43,21,1,55,23,31,0,0,0,184,38,28,57.6
Kylian Mbappé\Kylian-Mbappe,FW,Paris S-G,fr Ligue 1,21,26.4,5,0,0,23,38,17,68,7,5,4,0,0,109,7,8,46.7
Ibrahima Mbaye\Ibrahima-Mbaye,DF,Bologna,it Serie A,25,4.8,2,0,0,3,5,1,2,2,3,0,0,0,36,14,9,60.9
Jean-Manuel Mbom\Jean-Manuel-Mbom,MFDF,Werder Bremen,de Bundesliga,20,12.9,7,0,0,32,17,2,14,14,15,0,1,0,88,34,24,58.6
Nathanael Mbuku\Nathanael-Mbuku,MFFW,Reims,fr Ligue 1,18,24.6,3,0,0,27,58,3,21,16,22,1,1,0,110,27,41,39.7
James McArthur\James-McArthur,MF,Crystal Palace,eng Premier League,32,16.3,3,0,0,32,14,0,7,23,26,0,0,0,207,20,20,50.0
Oliver McBurnie\Oliver-McBurnie,FW,Sheffield Utd,eng Premier League,24,14.7,2,0,0,24,26,4,3,8,7,1,0,0,65,140,119,54.1
Alex McCarthy\Alex-McCarthy,GK,Southampton,eng Premier League,30,30.0,2,0,0,0,2,0,0,0,0,0,0,0,130,0,0,
James McCarthy\James-McCarthy,MF,Crystal Palace,eng Premier League,29,9.1,1,0,0,6,4,0,5,8,8,0,0,0,112,7,8,46.7
John McGinn\John-McGinn,MF,Aston Villa,eng Premier League,25,37.0,12,0,0,45,77,2,30,45,46,1,0,0,304,27,50,35.1
David McGoldrick\David-McGoldrick,FWMF,Sheffield Utd,eng Premier League,32,26.6,7,0,0,44,32,17,24,12,16,0,0,0,146,94,133,41.4
Weston McKennie\Weston-McKennie,MF,Juventus,it Serie A,21,18.9,5,0,0,44,7,4,15,23,28,0,0,0,128,34,29,54.0
Dwight McNeil\Dwight-McNeil,MF,Burnley,eng Premier League,20,34.1,1,0,0,12,39,2,114,38,22,0,0,0,272,22,30,42.3
Scott McTominay\Scott-McTominay,MF,Manchester Utd,eng Premier League,23,23.7,3,0,0,47,41,1,9,51,29,0,0,0,215,49,34,59.0
Gary Medel\Gary-Medel,DFMF,Bologna,it Serie A,32,5.7,1,0,0,5,9,0,0,9,7,0,0,0,76,8,8,50.0
Facundo Medina\Facundo-Medina,DF,Lens,fr Ligue 1,21,22.3,11,0,0,33,7,1,2,37,33,0,2,1,255,32,28,53.3
Nathan de Medina\Nathan-de-Medina,DF,Arminia,de Bundesliga,22,7.1,5,1,0,10,4,0,6,8,17,0,0,0,66,4,19,17.4
Ben Mee\Ben-Mee,DF,Burnley,eng Premier League,30,29.9,3,0,0,15,20,1,1,35,24,0,0,0,338,128,57,69.2
Joshua Mees\Joshua-Mees,FW,Union Berlin,de Bundesliga,24,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,100.0
Admir Mehmedi\Admir-Mehmedi,MFFW,Wolfsburg,de Bundesliga,29,9.1,0,0,0,20,15,9,20,6,12,0,0,0,73,5,21,19.2
Soualiho Meïté\Soualiho-Meite,MF,Torino,it Serie A,26,10.2,0,0,0,11,9,1,3,10,6,0,0,0,82,10,8,55.6
Soualiho Meïté\Soualiho-Meite,MF,Milan,it Serie A,26,6.5,2,0,0,13,14,2,2,8,12,0,0,0,72,13,8,61.9
Hannibal Mejbri\Hannibal-Mejbri,MF,Manchester Utd,eng Premier League,17,0.1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,
Farid El Melali\Farid-El-Melali,FWMF,Angers,fr Ligue 1,23,4.6,1,0,0,10,15,1,7,7,4,1,0,0,33,1,9,10.0
Filippo Melegoni\Filippo-Melegoni,MFDF,Genoa,it Serie A,21,4.3,1,0,0,3,5,0,6,9,3,0,0,0,29,3,1,75.0
Gonzalo Melero\Gonzalo-Melero,MFFW,Levante,es La Liga,26,20.6,4,0,0,25,33,1,4,21,19,0,0,0,160,43,54,44.3
Birger Meling\Birger-Meling,DF,Nîmes,fr Ligue 1,25,25.9,4,0,0,15,39,1,32,39,29,0,0,0,219,20,24,45.5
Arthur Melo\Arthur-Melo,MF,Juventus,it Serie A,23,12.9,3,0,0,11,20,0,0,16,15,0,0,0,133,1,5,16.7
Houboulang Mendes\Houboulang-Mendes,DF,Lorient,fr Ligue 1,22,14.4,3,0,0,24,6,1,24,7,14,0,3,0,85,20,18,52.6
Pedro Mendes\Pedro-Mendes,DF,Montpellier,fr Ligue 1,29,18.1,5,0,0,23,26,1,2,26,24,0,2,0,146,27,36,42.9
Thiago Mendes\Thiago-Mendes,MF,Lyon,fr Ligue 1,28,24.9,5,1,0,27,23,0,7,40,38,0,0,0,282,26,22,54.2
Brais Méndez\Brais-Mendez,MFFW,Celta Vigo,es La Liga,23,29.7,8,0,0,77,62,5,28,37,45,2,0,0,209,27,67,28.7
Édgar Méndez\Edgar-Mendez,MFFW,Alavés,es La Liga,30,23.2,12,1,1,53,51,8,51,16,21,0,0,0,146,62,58,51.7
Eñaut Mendía\Enaut-Mendia,FW,Eibar,es La Liga,21,0.7,1,0,0,3,0,1,0,0,1,0,1,0,5,0,1,0.0
Batista Mendy\Batista-Mendy,MF,Nantes,fr Ligue 1,20,0.8,0,0,0,3,1,0,0,1,1,0,0,0,5,2,0,100.0
Benjamin Mendy\Benjamin-Mendy,DF,Manchester City,eng Premier League,26,10.6,2,0,0,14,0,1,26,6,10,0,1,0,81,11,13,45.8
Edouard Mendy\Edouard-Mendy,GK,Rennes,fr Ligue 1,28,1.0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,
Edouard Mendy\Edouard-Mendy,GK,Chelsea,eng Premier League,28,30.5,2,0,0,1,2,0,0,0,0,0,1,0,118,0,1,0.0
Ferland Mendy\Ferland-Mendy,DF,Real Madrid,es La Liga,25,24.5,3,0,0,22,39,5,40,25,17,0,0,0,170,10,20,33.3
Nampalys Mendy\Nampalys-Mendy,MF,Leicester City,eng Premier League,28,16.2,5,0,0,21,29,0,0,9,22,0,0,0,199,12,17,41.4
Hamza Mendyl\Hamza-Mendyl,FW,Schalke 04,de Bundesliga,22,1.1,1,0,0,2,0,0,2,1,1,0,0,0,5,2,5,28.6
Levent Mercan\Levent-Mercan,FW,Schalke 04,de Bundesliga,19,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Jorge Meré\Jorge-Mere,DF,Köln,de Bundesliga,23,14.4,2,0,0,5,6,0,0,23,14,0,0,0,142,41,36,53.2
Alex Meret\Alex-Meret,GK,Napoli,it Serie A,23,22.0,0,0,0,0,1,0,0,0,0,0,0,0,85,0,0,
Mikel Merino\Mikel-Merino,MF,Real Sociedad,es La Liga,24,23.9,5,0,0,79,54,4,14,32,36,0,0,0,216,71,72,49.7
Martín Merquelanz\Martin-Merquelanz,FWMF,Real Sociedad,es La Liga,25,6.1,0,0,0,4,13,2,14,8,2,0,0,0,46,4,8,33.3
Yıldırım Mert Çetin\Yildirim-Mert-Cetin,DF,Hellas Verona,it Serie A,23,4.6,1,0,0,6,4,0,1,13,4,0,0,0,61,20,9,69.0
Dries Mertens\Dries-Mertens,FWMF,Napoli,it Serie A,33,16.2,2,0,0,16,9,5,32,9,15,0,0,0,75,0,12,0.0
Roque Mesa\Roque-Mesa,MF,Valladolid,es La Liga,31,19.6,4,1,0,28,36,6,22,13,34,0,0,0,206,14,29,32.6
Illan Meslier\Illan-Meslier,GK,Leeds United,eng Premier League,20,35.0,0,0,0,1,8,0,0,0,0,0,1,1,173,0,0,
Lionel Messi\Lionel-Messi,FWMF,Barcelona,es La Liga,33,33.6,4,0,0,22,99,7,66,7,16,0,0,0,121,12,11,52.2
Junior Messias\Junior-Messias,MFFW,Crotone,it Serie A,29,35.7,6,0,0,35,93,5,60,38,42,1,0,0,237,32,70,31.4
Thomas Meunier\Thomas-Meunier,DF,Dortmund,de Bundesliga,28,16.4,3,0,0,18,5,3,49,16,26,1,0,0,152,21,17,55.3
Mexer\Mexer,DF,Bordeaux,fr Ligue 1,31,7.9,3,0,0,10,2,0,2,20,3,0,1,0,70,24,11,68.6
Max Meyer\Max-Meyer,MF,Köln,de Bundesliga,24,3.9,0,0,0,2,4,0,5,3,5,0,0,0,47,3,7,30.0
Omenuke Mfulu\Omenuke-Mfulu,MF,Elche,es La Liga,26,8.8,4,0,0,13,6,0,1,10,15,0,0,0,65,6,6,50.0
Míchel\Michel,MF,Valladolid,es La Liga,32,10.5,3,0,0,16,11,0,21,13,13,0,0,0,118,9,11,45.0
Jonas Michel Dirkner\Jonas-Michel-Dirkner,MF,Hertha BSC,de Bundesliga,18,0.2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,
Jonas Michelbrink\Jonas-Michelbrink,MF,Hertha BSC,de Bundesliga,19,0.4,1,0,0,0,3,0,0,0,0,0,0,0,4,1,0,100.0
Clément Michelin\Clement-Michelin,DF,Lens,fr Ligue 1,23,12.8,3,2,1,23,14,4,49,14,16,0,1,0,96,21,20,51.2
Edouard Michut\Edouard-Michut,MF,Paris S-G,fr Ligue 1,17,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Petar Mićin\Petar-Micin,MF,Udinese,it Serie A,21,0.2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,
Florian Miguel\Florian-Miguel,DF,Nîmes,fr Ligue 1,23,17.1,4,2,1,17,32,0,6,35,14,0,2,0,131,34,26,56.7
Valentin Mihaila\Valentin-Mihaila,FWMF,Parma,it Serie A,20,7.8,2,0,0,5,8,5,12,4,3,1,0,0,37,1,14,6.7
Nikola Milenković\Nikola-Milenkovic,DF,Fiorentina,it Serie A,22,33.7,7,1,0,56,16,0,3,30,40,0,1,0,330,117,35,77.0
Arkadiusz Milik\Arkadiusz-Milik,FW,Marseille,fr Ligue 1,26,13.6,2,0,0,14,20,6,5,7,9,0,0,0,34,28,34,45.2
Sergej Milinković-Savić\Sergej-Milinkovic-Savic,MF,Lazio,it Serie A,25,30.5,4,0,0,57,50,11,49,37,46,2,2,0,244,95,79,54.6
Vanja Milinković-Savić\Vanja-Milinkovic-Savic,GK,Torino,it Serie A,23,5.0,0,1,0,0,2,0,0,0,1,0,0,0,28,0,0,
Éder Militão\Eder-Militao,DF,Real Madrid,es La Liga,22,12.6,3,1,0,15,12,0,2,21,13,0,1,0,98,36,10,78.3
Luka Milivojević\Luka-Milivojevic,MF,Crystal Palace,eng Premier League,29,26.2,8,1,0,37,33,0,15,44,44,0,0,0,270,33,23,58.9
Luis Milla\Luis-Milla,MF,Granada,es La Liga,25,13.9,1,0,0,16,20,0,10,21,16,0,0,0,134,16,13,55.2
Pere Milla\Pere-Milla,FWMF,Elche,es La Liga,27,22.0,6,0,0,31,54,6,6,18,21,0,0,0,113,40,52,43.5
Alejandro Millán\Alejandro-Millan,FW,Villarreal,es La Liga,20,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
Vincenzo Millico\Vincenzo-Millico,FWMF,Torino,it Serie A,19,0.2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,
Enzo Millot\Enzo-Millot,MF,Monaco,fr Ligue 1,18,0.5,0,0,0,1,1,0,1,1,0,0,0,0,3,1,1,50.0
James Milner\James-Milner,MFDF,Liverpool,eng Premier League,34,11.9,3,0,0,19,11,0,17,16,14,0,0,0,141,25,14,64.1
Santi Mina\Santi-Mina,FW,Celta Vigo,es La Liga,24,26.8,4,0,0,63,62,12,9,10,19,3,0,0,107,100,123,44.8
Yerry Mina\Yerry-Mina,DF,Everton,eng Premier League,25,21.5,2,0,0,22,11,0,0,13,12,0,0,0,168,68,27,71.6
Takumi Minamino\Takumi-Minamino,MFFW,Southampton,eng Premier League,25,7.9,1,0,0,7,11,1,7,8,2,0,0,0,62,4,11,26.7
Takumi Minamino\Takumi-Minamino,MFFW,Liverpool,eng Premier League,25,3.3,0,0,0,4,2,1,3,0,3,0,0,0,21,3,2,60.0
Tyrone Mings\Tyrone-Mings,DF,Aston Villa,eng Premier League,27,35.5,6,1,1,20,19,3,2,38,18,0,0,1,370,109,35,75.7
Óscar Mingueza\Oscar-Mingueza,DF,Barcelona,es La Liga,21,21.1,4,0,0,20,16,1,14,25,42,0,0,0,152,15,26,36.6
Rafa Mir\Rafa-Mir,FW,Huesca,es La Liga,23,32.0,2,0,0,61,20,37,18,11,9,1,0,0,105,122,131,48.2
Jorge Miramón\Jorge-Miramon,DF,Levante,es La Liga,31,19.2,1,0,0,16,11,1,53,34,24,1,0,0,159,24,26,48.0
Aleksei Miranchuk\Aleksei-Miranchuk,FWMF,Atalanta,it Serie A,24,7.5,0,0,0,16,20,2,9,6,10,0,0,0,74,14,12,53.8
Juan Miranda\Juan-Miranda,DF,Betis,es La Liga,20,18.4,4,0,0,23,21,1,54,27,15,0,0,0,123,33,42,44.0
Antonio Mirante\Antonio-Mirante,GK,Roma,it Serie A,37,12.8,2,0,0,0,2,0,0,0,0,0,0,0,83,0,0,
Tyrick Mitchell\Tyrick-Mitchell,DF,Crystal Palace,eng Premier League,20,19.0,1,0,0,8,11,0,22,30,29,0,1,0,123,16,13,55.2
Aleksandar Mitrović\Aleksandar-Mitrovic,FW,Fulham,eng Premier League,25,15.6,3,0,0,23,23,3,8,3,9,0,1,0,55,68,76,47.2
Stefan Mitrović\Stefan-Mitrovic,DF,Strasbourg,fr Ligue 1,30,30.9,3,1,0,21,14,0,1,30,24,0,1,0,229,55,32,63.2
Maximilian Mittelstädt\Maximilian-Mittelstadt,DF,Hertha BSC,de Bundesliga,23,20.0,3,0,0,24,19,1,49,52,36,0,2,0,212,23,20,53.5
Henrikh Mkhitaryan\Henrikh-Mkhitaryan,FWMF,Roma,it Serie A,31,30.5,2,0,0,35,47,10,44,36,38,1,0,0,214,16,32,33.3
Jakub Moder\Jakub-Moder,DFMF,Brighton,eng Premier League,21,7.2,0,0,0,12,3,2,13,8,8,0,0,0,47,6,12,33.3
Anthony Modeste\Anthony-Modeste,FWMF,Köln,de Bundesliga,32,2.5,1,0,0,1,6,3,0,0,0,0,1,0,13,16,12,57.1
Anthony Modeste\Anthony-Modeste,FW,Saint-Étienne,fr Ligue 1,32,3.3,1,0,0,5,2,0,3,0,1,0,0,0,6,14,16,46.7
Luka Modrić\Luka-Modric,MF,Real Madrid,es La Liga,34,30.4,4,0,0,30,33,1,50,53,26,0,0,0,229,23,22,51.1
Terem Moffi\Terem-Moffi,FW,Lorient,fr Ligue 1,21,23.0,2,0,0,30,18,12,11,12,5,1,0,0,96,37,76,32.7
Kevin Möhwald\Kevin-Mohwald,MF,Werder Bremen,de Bundesliga,27,17.3,4,1,1,21,33,0,15,41,16,0,1,0,166,23,4,85.2
Niklas Moisander\Niklas-Moisander,DF,Werder Bremen,de Bundesliga,34,13.6,3,0,0,17,8,0,1,28,11,0,0,1,152,20,16,55.6
Dion Moise Sahi\Dion-Moise-Sahi,FWMF,Strasbourg,fr Ligue 1,18,1.0,0,0,0,0,3,0,1,1,0,1,0,0,11,2,3,40.0
Johan Mojica\Johan-Mojica,DF,Elche,es La Liga,27,13.4,3,0,0,17,12,1,47,27,15,0,1,0,117,12,17,41.4
Johan Mojica\Johan-Mojica,DFFW,Atalanta,it Serie A,27,3.3,1,0,0,4,1,0,13,2,5,0,1,0,40,4,6,40.0
Guillem Molina\Guillem-Molina,DF,Valencia,es La Liga,20,1.7,1,0,0,4,2,0,0,2,0,0,1,0,18,4,5,44.4
Jorge Molina\Jorge-Molina,FWMF,Granada,es La Liga,38,17.9,3,0,0,28,27,10,6,2,6,1,0,0,74,85,93,47.8
Nahuel Molina\Nahuel-Molina,DF,Udinese,it Serie A,22,20.3,1,0,0,17,11,4,72,32,20,0,2,0,140,11,14,44.0
Salvatore Molina\Salvatore-Molina,MFDF,Crotone,it Serie A,28,25.7,1,0,0,25,39,2,54,20,27,0,0,1,213,23,21,52.3
Victor Mollejo\Victor-Mollejo,MFDF,Getafe,es La Liga,19,0.8,0,0,0,0,2,0,2,0,1,0,0,0,3,1,2,33.3
Florent Mollet\Florent-Mollet,MF,Montpellier,fr Ligue 1,28,26.2,5,2,0,35,28,5,45,29,13,0,0,0,191,10,35,22.2
Jayson Molumby\Jayson-Molumby,MF,Brighton,eng Premier League,20,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
Alkhaly Momo Cissé\Alkhaly-Momo-Cisse,DFFW,Stuttgart,de Bundesliga,17,0.4,1,0,0,2,0,0,0,0,1,0,0,0,4,0,3,0.0
Jon Moncayola\Jon-Moncayola,MF,Osasuna,es La Liga,22,29.6,7,1,1,39,10,0,25,21,28,0,1,0,313,39,34,53.4
Gabriele Moncini\Gabriele-Moncini,FW,Benevento,it Serie A,24,4.0,0,0,0,9,10,2,0,2,1,0,0,0,12,15,16,48.4
Thomas Monconduit\Thomas-Monconduit,MF,Lorient,fr Ligue 1,29,12.8,4,0,0,23,16,0,6,12,25,0,0,0,122,16,19,45.7
Kévin Monnet-Paquet\Kevin-Monnet-Paquet,MFFW,Saint-Étienne,fr Ligue 1,31,6.3,0,0,0,7,9,0,12,6,7,0,0,0,56,6,17,26.1
Nacho Monreal\Nacho-Monreal,DF,Real Sociedad,es La Liga,34,23.1,1,0,0,26,17,2,39,32,20,0,0,0,180,39,28,58.2
Cristóbal Montiel Rodríguez\Cristobal-Montiel-Rodriguez,DFFW,Fiorentina,it Serie A,20,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,
Lorenzo Montipò\Lorenzo-Montipo,GK,Benevento,it Serie A,24,37.0,3,0,0,3,6,0,0,0,0,0,2,1,160,0,0,
Ángel Montoro\Angel-Montoro,MF,Granada,es La Liga,32,15.1,6,0,0,23,20,1,31,15,13,0,0,0,130,12,21,36.4
Martín Montoya\Martin-Montoya,DF,Betis,es La Liga,29,2.7,0,1,0,4,1,0,5,1,2,0,0,0,27,7,3,70.0
Emre Mor\Emre-Mor,FWMF,Celta Vigo,es La Liga,23,5.6,2,0,0,7,13,6,4,2,7,0,0,0,23,4,11,26.7
Luca Mora\Luca-Mora,MF,Spezia,it Serie A,32,1.3,0,0,0,2,2,0,1,1,3,0,0,0,5,3,2,60.0
Wesley Moraes\Wesley-Moraes,MFFW,Aston Villa,eng Premier League,23,0.2,0,0,0,0,1,0,0,0,0,0,0,0,3,0,1,0.0
Álvaro Morata\Alvaro-Morata,FW,Juventus,it Serie A,27,22.4,3,1,0,37,44,20,29,9,12,1,0,0,88,32,32,50.0
Jan Morávek\Jan-Moravek,MF,Augsburg,de Bundesliga,30,3.0,0,0,0,9,1,1,0,8,2,0,0,0,30,5,5,50.0
Jon Morcillo\Jon-Morcillo,MFFW,Athletic Club,es La Liga,21,15.1,3,0,0,21,16,3,76,22,7,0,0,0,70,16,20,44.4
Jérémy Morel\Jeremy-Morel,DF,Lorient,fr Ligue 1,36,27.7,1,0,0,21,18,0,2,41,23,0,0,0,232,34,31,52.3
Alberto Moreno\Alberto-Moreno,DF,Villarreal,es La Liga,28,2.1,0,0,0,3,3,0,4,1,3,0,0,0,12,0,0,
Álex Moreno\Alex-Moreno,DF,Betis,es La Liga,27,19.8,4,0,0,22,22,0,47,26,25,0,1,0,247,21,26,44.7
Gerard Moreno\Gerard-Moreno,FWMF,Villarreal,es La Liga,28,29.7,3,0,0,44,58,19,42,15,13,0,0,0,126,65,73,47.1
Tete Morente\Tete-Morente,MFFW,Elche,es La Liga,23,22.4,5,0,0,28,34,5,53,17,27,0,0,0,142,19,25,43.2
Mateu Morey\Mateu-Morey,DF,Dortmund,de Bundesliga,20,9.2,1,0,0,12,8,1,22,17,7,0,0,0,73,5,5,50.0
Wes Morgan\Wes-Morgan,DF,Leicester City,eng Premier League,36,0.2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,
Raúl Moro\Raul-Moro,MF,Lazio,it Serie A,17,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
Loren Morón\Loren-Moron,FWMF,Betis,es La Liga,26,11.0,2,0,0,15,25,9,2,7,9,1,0,0,41,33,55,37.5
Pedro Mosquera\Pedro-Mosquera,MF,Huesca,es La Liga,32,22.8,1,0,0,28,22,0,2,15,24,0,0,0,251,28,43,39.4
Aimen Moueffek\Aimen-Moueffek,DFMF,Saint-Étienne,fr Ligue 1,19,8.3,3,0,0,20,15,0,1,4,19,1,0,0,100,11,13,45.8
Youssoufa Moukoko\Youssoufa-Moukoko,FWMF,Dortmund,de Bundesliga,15,4.7,0,0,0,9,8,4,3,0,2,0,0,0,23,2,5,28.6
Harold Moukoudi\Harold-Moukoudi,DF,Saint-Étienne,fr Ligue 1,22,25.3,6,0,0,24,14,0,0,39,38,0,2,0,214,55,34,61.8
Jessy Moulin\Jessy-Moulin,GK,Saint-Étienne,fr Ligue 1,34,29.0,1,0,0,0,5,1,0,0,0,0,0,0,164,0,0,
Steve Mounié\Steve-Mounie,FW,Brest,fr Ligue 1,25,29.8,6,0,0,68,28,20,13,9,16,1,0,0,140,248,119,67.6
Mason Mount\Mason-Mount,MFFW,Chelsea,eng Premier League,21,32.1,2,0,0,51,44,4,65,36,44,2,0,0,244,21,52,28.8
Lucas Moura\Lucas-Moura,FWMF,Tottenham,eng Premier League,27,15.7,1,0,0,23,47,3,11,20,22,0,0,0,128,26,42,38.2
Lys Mousset\Lys-Mousset,FWMF,Sheffield Utd,eng Premier League,24,3.3,0,0,0,7,2,5,0,0,0,0,0,0,12,1,20,4.8
João Moutinho\Joao-Moutinho,MF,Wolves,eng Premier League,33,28.1,5,1,1,44,24,0,43,39,46,0,1,0,279,20,24,45.5
Samuel Moutoussamy\Samuel-Moutoussamy,FW,Nantes,fr Ligue 1,23,0.9,0,0,0,2,1,0,2,0,0,0,0,0,2,1,3,25.0
Loris Mouyokolo\Loris-Mouyokolo,DF,Lorient,fr Ligue 1,19,0.2,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,
Javi Moyano\Javi-Moyano,DF,Valladolid,es La Liga,34,1.1,0,0,0,0,1,0,1,0,0,0,0,0,9,3,1,75.0
Nordi Mukiele\Nordi-Mukiele,DF,RB Leipzig,de Bundesliga,22,18.6,5,0,0,39,23,2,40,28,20,1,0,0,180,62,32,66.0
Benoît Mukinayi\Benoit-Mukinayi,DF,Monaco,fr Ligue 1,19,31.9,5,0,0,34,15,2,1,38,23,0,0,0,375,104,40,72.2
Mert Müldür\Mert-Muldur,DF,Sassuolo,it Serie A,21,18.6,2,0,0,20,15,0,40,23,18,0,0,0,139,17,23,42.5
Florian Müller\Florian-Muller,GK,Freiburg,de Bundesliga,22,31.0,0,0,0,1,3,0,0,1,0,0,0,0,170,0,0,
Sebastian Müller\Sebastian-Muller,MFDF,Arminia,de Bundesliga,19,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Thomas Müller\Thomas-Muller,MF,Bayern Munich,de Bundesliga,30,29.7,0,0,0,22,22,13,98,18,33,1,0,0,183,54,84,39.1
Joel Mumbongo\Joel-Mumbongo,FW,Burnley,eng Premier League,21,0.4,1,0,0,1,2,1,0,0,0,0,0,0,1,0,3,0.0
Marshall Munetsi\Marshall-Munetsi,MFDF,Reims,fr Ligue 1,24,21.4,7,1,0,30,20,1,4,34,28,0,0,0,204,56,32,63.6
Iker Muniain\Iker-Muniain,MFFW,Athletic Club,es La Liga,27,21.6,1,0,0,18,69,2,34,14,19,1,0,0,122,10,16,38.5
Aihen Muñoz\Aihen-Munoz,DF,Real Sociedad,es La Liga,22,13.4,6,0,0,20,9,0,50,8,14,0,0,0,129,20,19,51.3
Joaquín Muñoz\Joaquin-Munoz,FW,Huesca,es La Liga,21,0.5,0,0,0,2,2,0,0,0,0,0,0,0,4,1,3,25.0
Luis Muriel\Luis-Muriel,FW,Atalanta,it Serie A,29,16.0,0,0,0,18,20,4,40,7,12,1,0,0,95,27,49,35.5
Jeison Murillo\Jeison-Murillo,DF,Celta Vigo,es La Liga,28,30.0,11,1,1,45,30,0,0,33,31,0,1,0,269,74,62,54.4
Vedat Muriqi\Vedat-Muriqi,FW,Lazio,it Serie A,26,9.2,1,0,0,14,19,15,4,2,3,0,0,0,43,49,40,55.1
